order_id,delivery_partner_id,delivery_time_minutes,delivery_status
277376321,"2024-07-28 04:44:12",78589,"2024-07-28 04:45:12"
8559748526,"2023-04-05 18:28:19",93002,"2023-04-05 18:27:19"
1458051433,"2024-04-26 09:26:56",61040,"2024-04-26 09:30:56"
5838302640,"2023-05-12 06:09:25",30907,"2023-05-12 06:02:25"
1380971977,"2024-06-02 13:16:55",52614,"2024-06-02 13:21:55"
1221099013,"2023-07-23 11:03:59",60689,"2023-07-23 11:01:59"
6771166303,"2023-07-24 04:48:07",98179,"2023-07-24 04:36:07"
7111337755,"2023-05-06 06:04:44",84833,"2023-05-06 06:07:44"
5562922993,"2023-12-06 02:17:19",73904,"2023-12-06 02:14:19"
5630957897,"2024-06-18 07:36:42",14408,"2024-06-18 07:32:42"
1787380558,"2023-11-08 17:45:58",95835,"2023-11-08 17:43:58"
32613017,"2023-03-17 00:36:41",77303,"2023-03-17 00:36:41"
2039041670,"2024-11-01 10:20:47",31963,"2024-11-01 10:05:47"
210693801,"2024-08-21 04:12:25",14789,"2024-08-21 04:10:25"
8120002258,"2024-01-01 00:11:08",61526,"2024-01-01 00:15:08"
2177917034,"2024-02-08 20:25:51",75636,"2024-02-08 20:16:51"
4254814926,"2024-04-21 06:33:58",1761,"2024-04-21 06:34:58"
6074172790,"2023-07-26 02:30:37",3481,"2023-07-26 02:26:37"
3381573131,"2024-07-16 00:42:21",50582,"2024-07-16 00:47:21"
3773745777,"2024-05-02 14:58:25",97135,"2024-05-02 14:58:25"
9251939156,"2023-12-30 12:58:53",57095,"2023-12-30 12:51:53"
3872982303,"2024-02-03 01:25:33",60234,"2024-02-03 01:24:33"
2625987757,"2023-08-01 07:56:43",51273,"2023-08-01 07:54:43"
3162249401,"2024-05-03 13:31:58",47552,"2024-05-03 13:31:58"
3108986741,"2023-10-17 19:44:19",60867,"2023-10-17 19:43:19"
1851474741,"2023-11-01 13:51:17",12879,"2023-11-01 13:42:17"
2425099132,"2023-08-15 01:34:08",44245,"2023-08-15 01:30:08"
6706793332,"2024-10-09 22:16:33",76503,"2024-10-09 22:04:33"
2149289255,"2024-11-01 15:39:29",25251,"2024-11-01 15:20:29"
1971008155,"2023-10-23 22:39:41",30330,"2023-10-23 22:43:41"
2087093460,"2024-07-11 11:41:57",27478,"2024-07-11 11:42:57"
2116712588,"2023-11-11 20:51:38",34078,"2023-11-11 20:48:38"
6054358790,"2024-01-26 10:26:06",52564,"2024-01-26 10:31:06"
532660797,"2024-05-20 06:51:18",97547,"2024-05-20 06:37:18"
1491991005,"2024-03-04 09:01:03",85285,"2024-03-04 09:01:03"
4136019599,"2024-03-23 18:55:14",34667,"2024-03-23 18:52:14"
2122832513,"2024-02-17 20:18:14",39396,"2024-02-17 19:58:14"
3717703595,"2023-04-24 21:51:02",8041,"2023-04-24 21:52:02"
3194733693,"2023-07-05 10:37:13",16623,"2023-07-05 10:30:13"
4471162437,"2024-02-06 12:52:50",54708,"2024-02-06 12:52:50"
1609331948,"2024-01-04 14:19:21",58721,"2024-01-04 14:19:21"
6920030794,"2024-06-24 02:49:36",38745,"2024-06-24 02:51:36"
5127172657,"2024-06-11 18:50:31",80034,"2024-06-11 18:30:31"
8607115856,"2023-10-09 04:49:34",85718,"2023-10-09 04:52:34"
7154957395,"2023-04-09 10:21:33",63099,"2023-04-09 10:21:33"
2070762702,"2023-10-04 10:52:55",64950,"2023-10-04 10:37:55"
3697242439,"2024-10-15 12:46:13",67408,"2024-10-15 12:47:13"
3063427913,"2023-09-21 02:37:46",24100,"2023-09-21 02:34:46"
2060061337,"2023-04-15 23:22:08",50748,"2023-04-15 23:10:08"
4625892678,"2023-06-18 19:39:45",40337,"2023-06-18 19:35:45"
6045698170,"2024-01-24 17:19:49",16848,"2024-01-24 17:14:49"
7876289647,"2024-08-07 08:18:29",28786,"2024-08-07 08:06:29"
3434084714,"2024-02-02 03:04:20",58201,"2024-02-02 03:06:20"
9031695663,"2024-01-17 01:41:06",43200,"2024-01-17 01:35:06"
1955989715,"2023-12-27 07:08:23",8135,"2023-12-27 07:06:23"
3459500455,"2023-12-18 00:54:55",20504,"2023-12-18 00:52:55"
5953376503,"2024-05-25 04:24:54",34929,"2024-05-25 04:08:54"
121874867,"2023-03-28 01:05:55",69733,"2023-03-28 01:10:55"
2460545397,"2024-10-27 11:49:03",50527,"2024-10-27 11:38:03"
9690050839,"2024-01-13 02:49:24",76868,"2024-01-13 02:44:24"
2574349065,"2024-04-17 14:44:32",406,"2024-04-17 14:43:32"
2461936988,"2023-07-20 23:48:57",77590,"2023-07-20 23:29:57"
6447596416,"2023-10-08 18:26:29",45656,"2023-10-08 18:30:29"
7228452275,"2023-05-13 01:25:33",96211,"2023-05-13 01:25:33"
6696750742,"2023-04-02 17:54:16",89976,"2023-04-02 17:54:16"
822235931,"2023-08-09 07:42:16",1773,"2023-08-09 07:27:16"
7678251499,"2023-04-23 13:42:40",60822,"2023-04-23 13:37:40"
2497341976,"2023-09-21 09:20:49",42711,"2023-09-21 09:19:49"
9107314128,"2024-05-20 16:36:17",21125,"2024-05-20 16:37:17"
9855726256,"2023-05-17 08:03:53",59743,"2023-05-17 08:05:53"
9398719862,"2024-07-19 09:44:31",4852,"2024-07-19 09:40:31"
379494532,"2024-07-07 13:44:33",99227,"2024-07-07 13:42:33"
1048784963,"2023-09-07 13:30:38",35552,"2023-09-07 13:35:38"
4386246924,"2024-08-27 10:52:15",56384,"2024-08-27 10:26:15"
2050362692,"2024-10-30 11:39:04",16076,"2024-10-30 11:36:04"
4142963293,"2024-11-03 04:07:46",74308,"2024-11-03 04:04:46"
9753528654,"2024-07-26 07:33:16",63454,"2024-07-26 07:35:16"
8126970833,"2024-09-14 21:07:40",83636,"2024-09-14 20:41:40"
9747814712,"2023-12-16 15:55:05",33342,"2023-12-16 15:52:05"
6281619403,"2023-04-09 19:10:42",12086,"2023-04-09 19:15:42"
436184281,"2023-11-20 13:22:18",59936,"2023-11-20 12:55:18"
9799231260,"2024-03-07 09:21:56",58378,"2024-03-07 09:17:56"
4071811527,"2023-07-26 16:00:48",27993,"2023-07-26 15:51:48"
5645359563,"2024-08-08 23:40:23",45180,"2024-08-08 23:45:23"
9411813703,"2023-09-25 23:16:09",32773,"2023-09-25 23:11:09"
4270217473,"2024-02-01 09:02:55",4904,"2024-02-01 09:02:55"
279851011,"2023-04-11 09:57:14",73623,"2023-04-11 09:58:14"
6260524887,"2024-06-01 06:56:44",22883,"2024-06-01 07:00:44"
5853998391,"2023-09-08 02:55:14",23606,"2023-09-08 02:58:14"
9931976872,"2024-06-24 05:28:20",97297,"2024-06-24 05:32:20"
8432209832,"2024-03-20 03:54:23",18907,"2024-03-20 03:42:23"
6023721507,"2024-04-07 00:35:29",72197,"2024-04-07 00:36:29"
3042338919,"2023-05-17 15:02:39",70995,"2023-05-17 15:05:39"
233646065,"2023-09-19 22:48:29",56968,"2023-09-19 22:43:29"
9870610018,"2024-02-08 05:35:21",44706,"2024-02-08 05:36:21"
1398230967,"2024-04-22 10:09:26",92744,"2024-04-22 10:13:26"
8615488922,"2023-11-04 00:42:14",1328,"2023-11-04 00:21:14"
2748841057,"2023-12-30 05:43:21",11008,"2023-12-30 05:19:21"
1375867721,"2024-07-15 17:05:54",21511,"2024-07-15 17:08:54"
8595141097,"2024-03-31 10:39:16",19332,"2024-03-31 10:36:16"
4673382071,"2024-01-16 13:49:12",97477,"2024-01-16 13:40:12"
2948696008,"2024-04-10 10:19:48",89164,"2024-04-10 10:22:48"
6839692624,"2023-11-19 02:35:50",44627,"2023-11-19 02:10:50"
5770951298,"2023-10-02 18:21:57",4946,"2023-10-02 18:23:57"
5084771819,"2024-08-29 22:18:24",66403,"2024-08-29 22:05:24"
422403644,"2023-05-27 23:54:14",23782,"2023-05-27 23:46:14"
7176758896,"2023-07-13 13:01:53",75492,"2023-07-13 13:00:53"
8252905093,"2024-04-21 23:30:31",40596,"2024-04-21 23:29:31"
1488561572,"2024-08-27 08:31:40",31495,"2024-08-27 08:32:40"
6212984517,"2024-03-16 22:03:29",15665,"2024-03-16 22:05:29"
6309784337,"2024-05-06 17:53:10",23009,"2024-05-06 17:53:10"
4613890018,"2023-10-24 13:00:17",82638,"2023-10-24 13:00:17"
3429728472,"2023-03-31 08:57:30",77476,"2023-03-31 08:48:30"
267738904,"2023-10-24 23:38:36",73022,"2023-10-24 23:24:36"
3850416839,"2024-07-01 02:36:28",32659,"2024-07-01 02:23:28"
3412702479,"2023-12-24 07:51:20",35140,"2023-12-24 07:46:20"
2016183232,"2023-07-19 04:46:07",38755,"2023-07-19 04:35:07"
3810280204,"2023-10-26 18:10:28",70290,"2023-10-26 18:06:28"
2416767295,"2024-07-05 03:59:54",28144,"2024-07-05 03:50:54"
2283439407,"2023-07-14 02:32:09",58922,"2023-07-14 02:28:09"
4328802292,"2023-06-14 20:15:21",66985,"2023-06-14 19:57:21"
7072715691,"2023-12-25 19:29:20",82046,"2023-12-25 19:28:20"
5640741373,"2024-05-10 06:57:20",20090,"2024-05-10 06:57:20"
6931094066,"2023-11-15 22:14:17",66225,"2023-11-15 22:18:17"
3417088709,"2024-05-30 17:58:44",63738,"2024-05-30 17:37:44"
4424404315,"2023-07-16 07:40:04",8506,"2023-07-16 07:36:04"
2444087306,"2023-07-28 08:37:29",75692,"2023-07-28 08:35:29"
486085268,"2023-12-11 19:56:16",90390,"2023-12-11 19:51:16"
1731312620,"2023-05-08 20:41:00",75316,"2023-05-08 20:42:00"
6475582506,"2023-09-23 05:05:27",52304,"2023-09-23 05:01:27"
1868581378,"2024-03-29 18:47:14",38861,"2024-03-29 18:43:14"
8884235937,"2024-08-09 12:09:55",81977,"2024-08-09 12:01:55"
4590662628,"2024-01-10 12:17:31",18200,"2024-01-10 12:02:31"
992302540,"2023-11-26 21:54:11",12863,"2023-11-26 21:51:11"
7169974633,"2024-10-16 16:21:22",69861,"2024-10-16 16:22:22"
6703651257,"2024-01-17 01:46:31",4285,"2024-01-17 01:43:31"
7180810221,"2023-09-10 17:07:46",59848,"2023-09-10 16:58:46"
7875587578,"2024-07-15 09:09:10",40025,"2024-07-15 08:59:10"
2578671497,"2024-01-25 00:21:47",64618,"2024-01-25 00:16:47"
6284350691,"2024-06-20 01:13:52",9053,"2024-06-20 01:13:52"
5383261788,"2023-10-18 21:30:10",94840,"2023-10-18 21:34:10"
6590867973,"2023-11-20 08:54:18",23582,"2023-11-20 08:55:18"
8787105023,"2024-05-07 23:12:29",54795,"2024-05-07 23:09:29"
1402916311,"2024-04-23 13:09:28",57649,"2024-04-23 13:05:28"
9715205272,"2024-10-21 22:11:22",21783,"2024-10-21 22:09:22"
3946852375,"2024-07-04 12:45:55",92389,"2024-07-04 12:45:55"
3367039425,"2024-03-10 04:00:29",72408,"2024-03-10 03:58:29"
687711388,"2024-02-02 10:40:42",44884,"2024-02-02 10:28:42"
647012431,"2024-06-16 13:45:54",94183,"2024-06-16 13:27:54"
7143278295,"2024-02-13 15:35:08",89680,"2024-02-13 15:39:08"
9736844695,"2024-04-09 20:13:46",87624,"2024-04-09 20:18:46"
5933289680,"2023-12-07 05:09:24",1722,"2023-12-07 04:49:24"
9494303116,"2024-07-21 11:09:40",12071,"2024-07-21 11:04:40"
9337878102,"2023-05-16 04:05:12",15234,"2023-05-16 04:09:12"
6872621077,"2023-09-14 18:24:29",42244,"2023-09-14 18:29:29"
7330237253,"2023-12-07 12:37:17",18688,"2023-12-07 12:38:17"
7942616242,"2023-09-30 08:52:45",76694,"2023-09-30 08:27:45"
238520071,"2024-02-20 05:47:38",91088,"2024-02-20 05:44:38"
5812379362,"2023-08-05 11:01:03",68969,"2023-08-05 11:05:03"
2616623847,"2024-01-19 19:37:25",43649,"2024-01-19 19:22:25"
2040854480,"2023-12-10 00:47:16",11814,"2023-12-10 00:22:16"
5456484560,"2024-09-26 02:35:49",32681,"2024-09-26 02:10:49"
883309006,"2024-04-09 08:30:20",23074,"2024-04-09 08:22:20"
6528341992,"2024-01-29 03:54:43",50910,"2024-01-29 03:43:43"
3263203775,"2024-09-28 15:36:48",38308,"2024-09-28 15:37:48"
3660010934,"2024-01-31 15:49:03",17404,"2024-01-31 15:44:03"
7944885043,"2024-05-26 08:29:38",16741,"2024-05-26 08:31:38"
2506369831,"2023-06-16 13:35:30",62473,"2023-06-16 13:22:30"
697061213,"2023-03-25 09:55:55",80729,"2023-03-25 09:52:55"
7079057004,"2023-09-30 09:32:45",16501,"2023-09-30 09:10:45"
1556153632,"2024-05-04 09:03:19",45137,"2024-05-04 08:54:19"
2161235338,"2024-04-12 15:21:38",96206,"2024-04-12 15:12:38"
1247978468,"2024-07-19 02:12:39",30662,"2024-07-19 02:13:39"
5437627061,"2024-08-22 02:16:33",39894,"2024-08-22 02:15:33"
9091960039,"2024-02-11 10:04:55",51540,"2024-02-11 10:04:55"
619198317,"2023-11-20 17:11:35",83654,"2023-11-20 17:16:35"
9833179291,"2023-05-04 18:48:00",97223,"2023-05-04 18:52:00"
4148760273,"2024-05-22 01:58:57",55805,"2024-05-22 01:55:57"
7206041763,"2023-05-30 19:37:37",1128,"2023-05-30 19:35:37"
690097648,"2023-12-27 20:40:22",92460,"2023-12-27 20:30:22"
4197061567,"2024-02-04 03:33:32",48139,"2024-02-04 03:31:32"
2009394836,"2023-10-24 22:23:10",71878,"2023-10-24 22:25:10"
277502363,"2023-12-28 14:09:57",18055,"2023-12-28 14:04:57"
4356959622,"2024-01-16 07:51:08",94308,"2024-01-16 07:56:08"
174306009,"2024-08-09 01:02:44",35598,"2024-08-09 00:35:44"
9582674091,"2024-08-16 12:01:21",16055,"2024-08-16 11:39:21"
8675579025,"2024-07-06 12:17:17",13158,"2024-07-06 12:15:17"
5195999941,"2024-07-19 19:21:00",12987,"2024-07-19 19:07:00"
5210007923,"2024-10-01 05:25:34",94672,"2024-10-01 05:24:34"
6595771960,"2023-04-05 03:40:22",72175,"2023-04-05 03:36:22"
4247338382,"2023-12-05 02:40:24",85815,"2023-12-05 02:11:24"
819143326,"2024-01-10 19:39:29",73801,"2024-01-10 19:34:29"
3830844750,"2023-08-06 16:04:31",95930,"2023-08-06 16:07:31"
1687314172,"2024-03-13 19:03:43",86120,"2024-03-13 19:00:43"
6756007265,"2023-07-27 18:42:10",48609,"2023-07-27 18:37:10"
489762747,"2024-09-27 17:18:39",93825,"2024-09-27 16:52:39"
7509195875,"2023-11-26 20:14:46",96839,"2023-11-26 20:11:46"
2370917070,"2023-07-25 06:16:42",13883,"2023-07-25 06:11:42"
2055388266,"2023-06-23 06:49:41",80608,"2023-06-23 06:41:41"
8969304162,"2023-10-12 15:02:50",67811,"2023-10-12 15:03:50"
5412674107,"2024-10-06 22:02:05",15617,"2024-10-06 22:00:05"
1536516619,"2023-11-25 08:15:28",44378,"2023-11-25 08:10:28"
3858907413,"2023-07-27 18:45:30",29907,"2023-07-27 18:45:30"
4976389251,"2023-09-05 10:08:35",89142,"2023-09-05 10:13:35"
2218319201,"2024-11-01 03:11:02",957,"2024-11-01 03:12:02"
6729422433,"2023-07-19 14:01:45",99898,"2023-07-19 13:55:45"
1354097448,"2023-06-21 17:55:21",10089,"2023-06-21 17:53:21"
8952275304,"2024-08-31 08:22:32",95373,"2024-08-31 08:22:32"
436603801,"2023-12-28 10:11:53",64535,"2023-12-28 10:14:53"
5273875984,"2023-05-31 03:59:44",60888,"2023-05-31 03:45:44"
9290203003,"2024-04-01 12:36:55",44829,"2024-04-01 12:31:55"
6240982373,"2023-04-26 03:24:48",16774,"2023-04-26 03:27:48"
2718348206,"2023-11-08 10:33:06",66580,"2023-11-08 10:37:06"
4903544026,"2024-05-11 04:50:41",7486,"2024-05-11 04:45:41"
2827266949,"2024-09-17 08:18:52",24708,"2024-09-17 08:10:52"
4278423074,"2023-12-17 05:05:47",23667,"2023-12-17 05:02:47"
645916247,"2023-10-10 03:32:20",98927,"2023-10-10 03:03:20"
5816647866,"2024-09-26 05:40:41",84702,"2024-09-26 05:23:41"
7282397914,"2024-07-14 01:40:08",26008,"2024-07-14 01:35:08"
3260611473,"2024-02-06 14:12:26",28392,"2024-02-06 13:54:26"
8638163868,"2023-06-07 03:46:59",29019,"2023-06-07 03:41:59"
177850987,"2023-11-07 14:22:48",61247,"2023-11-07 14:25:48"
9653859166,"2023-03-16 19:50:51",72058,"2023-03-16 19:36:51"
9991338690,"2024-07-29 11:46:33",50037,"2024-07-29 11:45:33"
1714593246,"2024-10-20 10:04:38",11180,"2024-10-20 10:02:38"
9742461226,"2024-01-01 00:40:00",16877,"2024-01-01 00:43:00"
3314393477,"2024-10-26 13:52:56",37197,"2024-10-26 13:49:56"
4188317986,"2023-03-20 02:06:55",48031,"2023-03-20 01:56:55"
1646665366,"2024-07-26 19:13:20",59753,"2024-07-26 19:01:20"
9558804585,"2024-03-15 12:15:19",32740,"2024-03-15 12:09:19"
9047652469,"2024-08-05 03:23:47",27774,"2024-08-05 03:28:47"
2893800377,"2024-03-22 11:53:50",54327,"2024-03-22 11:57:50"
6139157985,"2024-02-03 14:13:26",23927,"2024-02-03 13:51:26"
6029394789,"2023-04-30 06:32:14",28593,"2023-04-30 06:23:14"
5874940276,"2024-04-11 06:40:42",22218,"2024-04-11 06:45:42"
5205211911,"2024-09-27 19:06:45",38835,"2024-09-27 18:52:45"
5314758068,"2024-02-03 00:46:30",68342,"2024-02-03 00:36:30"
484869710,"2023-09-09 12:08:42",41598,"2023-09-09 12:05:42"
9957728938,"2024-08-05 21:59:11",64839,"2024-08-05 21:43:11"
3136056666,"2024-04-29 03:52:15",60976,"2024-04-29 03:40:15"
4926104391,"2023-10-24 08:16:01",13060,"2023-10-24 08:02:01"
1827844756,"2023-04-07 11:46:25",78517,"2023-04-07 11:43:25"
7032037874,"2024-06-13 19:17:38",59618,"2024-06-13 19:17:38"
3779230503,"2023-07-11 05:29:38",52785,"2023-07-11 05:30:38"
3473012553,"2024-02-16 22:14:26",99684,"2024-02-16 21:48:26"
7988504487,"2024-05-14 11:41:09",86506,"2024-05-14 11:42:09"
7193792738,"2024-06-05 15:53:59",91241,"2024-06-05 15:49:59"
1533583386,"2023-08-28 20:24:24",40902,"2023-08-28 20:27:24"
7750989397,"2024-01-07 01:24:22",42583,"2024-01-07 01:20:22"
4434816229,"2023-09-14 07:05:00",17469,"2023-09-14 07:10:00"
6896732047,"2024-04-18 18:06:30",29664,"2024-04-18 18:08:30"
4740837071,"2023-11-01 15:47:13",70,"2023-11-01 15:42:13"
6649631729,"2024-09-30 09:38:51",9599,"2024-09-30 09:39:51"
5351526726,"2023-03-28 19:04:51",18337,"2023-03-28 19:08:51"
1506082041,"2023-05-04 07:57:45",80462,"2023-05-04 08:00:45"
1023260165,"2024-02-16 19:23:29",93967,"2024-02-16 19:23:29"
8257032403,"2024-09-18 21:37:58",71946,"2024-09-18 21:34:58"
7216524192,"2024-09-01 16:30:34",79713,"2024-09-01 16:33:34"
8619795820,"2024-09-04 09:51:19",68794,"2024-09-04 09:30:19"
6494708839,"2023-06-18 16:19:43",36208,"2023-06-18 16:18:43"
9859249765,"2024-05-13 14:07:42",19900,"2024-05-13 14:10:42"
3528020011,"2023-11-12 12:04:12",32566,"2023-11-12 12:01:12"
5937934264,"2024-09-11 19:50:19",41221,"2024-09-11 19:35:19"
2976477423,"2023-08-17 07:47:10",2591,"2023-08-17 07:47:10"
1002438039,"2024-02-17 03:43:02",52508,"2024-02-17 03:44:02"
2571163022,"2024-02-06 22:34:16",59402,"2024-02-06 22:20:16"
6850221497,"2024-07-21 22:47:39",43013,"2024-07-21 22:52:39"
4706569127,"2023-07-27 18:56:32",74560,"2023-07-27 18:51:32"
8168261752,"2024-04-22 06:53:39",18998,"2024-04-22 06:30:39"
5828325906,"2023-12-04 11:57:56",34564,"2023-12-04 11:59:56"
5012271549,"2024-09-21 10:47:21",31783,"2024-09-21 10:19:21"
8110316958,"2024-01-30 19:45:34",29001,"2024-01-30 19:48:34"
3190808443,"2024-01-10 08:56:54",42099,"2024-01-10 09:00:54"
7175472728,"2023-09-12 12:01:20",95658,"2023-09-12 12:01:20"
6011117738,"2024-01-07 11:04:31",8264,"2024-01-07 11:01:31"
5592928753,"2024-08-23 21:10:57",96131,"2024-08-23 20:59:57"
3952040848,"2024-05-09 00:39:37",16761,"2024-05-09 00:41:37"
7026479520,"2024-07-17 22:19:57",82300,"2024-07-17 22:17:57"
6572695161,"2024-03-18 08:32:53",11353,"2024-03-18 08:32:53"
9090769419,"2024-09-02 03:25:47",45133,"2024-09-02 03:29:47"
5979489110,"2023-09-07 08:05:52",8681,"2023-09-07 08:03:52"
964698323,"2024-09-30 23:39:20",88842,"2024-09-30 23:34:20"
2304242664,"2024-03-21 08:47:02",76144,"2024-03-21 08:47:02"
2483843748,"2023-05-24 09:38:37",62504,"2023-05-24 09:35:37"
2560588609,"2024-06-21 01:36:07",48964,"2024-06-21 01:35:07"
9268920928,"2023-07-05 12:48:39",26193,"2023-07-05 12:44:39"
9554019312,"2023-09-08 02:05:46",24936,"2023-09-08 02:10:46"
3749174258,"2024-02-13 08:10:49",32618,"2024-02-13 07:59:49"
3947164241,"2024-11-04 20:47:15",82928,"2024-11-04 20:43:15"
487327038,"2023-10-05 00:44:02",84314,"2023-10-05 00:41:02"
8830321199,"2024-08-10 06:32:16",6336,"2024-08-10 06:17:16"
3811318591,"2023-07-07 13:08:03",44363,"2023-07-07 13:10:03"
6795601573,"2023-12-13 02:45:49",52656,"2023-12-13 02:49:49"
2348495717,"2023-06-27 01:11:54",80421,"2023-06-27 01:11:54"
9505736584,"2024-06-04 06:08:56",32176,"2024-06-04 05:50:56"
1857227304,"2024-03-19 08:05:02",24481,"2024-03-19 08:01:02"
5506485302,"2023-05-19 06:48:57",21250,"2023-05-19 06:53:57"
6074837981,"2024-04-20 13:06:11",2837,"2024-04-20 13:08:11"
4150569633,"2023-10-29 12:01:51",40413,"2023-10-29 11:37:51"
609838437,"2023-12-13 05:13:58",34363,"2023-12-13 05:18:58"
5229657139,"2023-10-03 12:21:27",96161,"2023-10-03 12:08:27"
2589639350,"2023-08-01 11:03:34",90443,"2023-08-01 11:06:34"
7656948165,"2023-06-07 10:54:28",8275,"2023-06-07 10:41:28"
1806563605,"2023-12-24 00:45:24",16607,"2023-12-24 00:41:24"
359819834,"2023-12-27 13:25:23",70910,"2023-12-27 12:56:23"
1908423841,"2023-10-28 05:08:00",62488,"2023-10-28 05:07:00"
299859815,"2024-01-16 03:13:51",62089,"2024-01-16 03:03:51"
923659418,"2023-04-16 13:33:50",24003,"2023-04-16 13:32:50"
3560625119,"2023-05-13 20:14:58",64562,"2023-05-13 20:04:58"
7111490680,"2024-01-24 19:37:43",9546,"2024-01-24 19:29:43"
5766981431,"2024-01-14 04:47:49",55608,"2024-01-14 04:42:49"
8609945311,"2024-05-03 10:07:04",66475,"2024-05-03 10:10:04"
1691260635,"2024-06-17 10:39:39",74826,"2024-06-17 10:35:39"
8742091504,"2023-07-03 23:54:52",69967,"2023-07-03 23:41:52"
1997833025,"2023-07-28 23:37:23",77103,"2023-07-28 23:39:23"
3588296877,"2024-08-13 08:44:17",73215,"2024-08-13 08:19:17"
2404804990,"2023-12-24 12:59:31",38923,"2023-12-24 12:50:31"
8091385479,"2024-04-09 15:36:24",66240,"2024-04-09 15:31:24"
7133174424,"2023-06-22 03:43:19",63462,"2023-06-22 03:42:19"
6110446321,"2024-10-27 02:14:26",60577,"2024-10-27 02:11:26"
6964586050,"2024-08-04 18:45:03",40358,"2024-08-04 18:49:03"
2351986014,"2023-04-21 13:16:41",34744,"2023-04-21 13:04:41"
352569720,"2023-06-23 00:34:26",23236,"2023-06-23 00:39:26"
1235280275,"2023-08-09 22:58:03",90779,"2023-08-09 22:57:03"
9399859705,"2023-10-29 01:24:16",31133,"2023-10-29 01:29:16"
7530379037,"2024-08-02 20:03:04",79485,"2024-08-02 19:58:04"
5952886441,"2024-03-12 11:37:17",23150,"2024-03-12 11:39:17"
5815833211,"2024-02-08 19:27:31",78640,"2024-02-08 19:27:31"
7307394687,"2024-05-01 10:59:18",28767,"2024-05-01 11:04:18"
6033014029,"2024-10-21 14:20:53",31624,"2024-10-21 14:09:53"
1409944718,"2023-08-19 14:28:37",92890,"2023-08-19 14:25:37"
1811382200,"2023-08-25 19:16:17",97252,"2023-08-25 19:20:17"
4485391413,"2023-12-21 09:19:06",91131,"2023-12-21 09:15:06"
4076279641,"2023-07-12 17:43:25",25713,"2023-07-12 17:35:25"
2965387566,"2023-08-16 12:00:40",57502,"2023-08-16 11:55:40"
9397774189,"2023-06-28 08:26:42",38813,"2023-06-28 08:29:42"
1437159967,"2024-06-07 01:58:08",69843,"2024-06-07 01:59:08"
8397785448,"2024-09-04 03:15:31",99345,"2024-09-04 03:11:31"
2778606949,"2024-10-13 14:09:43",16105,"2024-10-13 14:09:43"
1774096863,"2023-06-13 05:47:19",51118,"2023-06-13 05:47:19"
1497256618,"2023-04-26 23:41:32",24651,"2023-04-26 23:38:32"
734095510,"2024-06-03 21:47:06",6790,"2024-06-03 21:44:06"
5755859055,"2024-10-30 14:54:27",8522,"2024-10-30 14:37:27"
5840290569,"2023-09-18 04:08:40",92356,"2023-09-18 04:09:40"
