order_id,customer_id,order_date,delivery_time
8607115856,15931134,"2023-10-09 04:42:34","2023-10-09 04:52:34"
7154957395,60700850,"2023-04-09 10:10:33","2023-04-09 10:21:33"
2070762702,34761418,"2023-10-04 10:20:55","2023-10-04 10:37:55"
3697242439,99361865,"2024-10-15 12:30:13","2024-10-15 12:47:13"
3063427913,75984768,"2023-09-21 02:17:46","2023-09-21 02:34:46"
2060061337,29272253,"2023-04-15 22:56:08","2023-04-15 23:10:08"
4625892678,80371626,"2023-06-18 19:23:45","2023-06-18 19:35:45"
6045698170,666589,"2024-01-24 17:03:49","2024-01-24 17:14:49"
7876289647,98858383,"2024-08-07 07:55:29","2024-08-07 08:06:29"
3434084714,46836361,"2024-02-02 02:54:20","2024-02-02 03:06:20"
9031695663,94730288,"2024-01-17 01:23:06","2024-01-17 01:35:06"
1955989715,77862447,"2023-12-27 06:52:23","2023-12-27 07:06:23"
3459500455,16379942,"2023-12-18 00:37:55","2023-12-18 00:52:55"
5953376503,79169760,"2024-05-25 03:53:54","2024-05-25 04:08:54"
121874867,94529626,"2023-03-28 00:53:55","2023-03-28 01:10:55"
2460545397,42872865,"2024-10-27 11:26:03","2024-10-27 11:38:03"
9690050839,55803572,"2024-01-13 02:34:24","2024-01-13 02:44:24"
2574349065,51547198,"2024-04-17 14:33:32","2024-04-17 14:43:32"
2461936988,14428954,"2023-07-20 23:11:57","2023-07-20 23:29:57"
6447596416,76987910,"2023-10-08 18:18:29","2023-10-08 18:30:29"
7228452275,42262168,"2023-05-13 01:06:33","2023-05-13 01:25:33"
6696750742,5277675,"2023-04-02 17:43:16","2023-04-02 17:54:16"
822235931,44410149,"2023-08-09 07:17:16","2023-08-09 07:27:16"
7678251499,17805991,"2023-04-23 13:27:40","2023-04-23 13:37:40"
2497341976,9097480,"2023-09-21 09:06:49","2023-09-21 09:19:49"
9107314128,79591237,"2024-05-20 16:19:17","2024-05-20 16:37:17"
9855726256,8651281,"2023-05-17 07:50:53","2023-05-17 08:05:53"
9398719862,14991661,"2024-07-19 09:22:31","2024-07-19 09:40:31"
379494532,9650263,"2024-07-07 13:29:33","2024-07-07 13:42:33"
1048784963,58942207,"2023-09-07 13:18:38","2023-09-07 13:35:38"
4386246924,69632084,"2024-08-27 10:06:15","2024-08-27 10:26:15"
2050362692,79991320,"2024-10-30 11:23:04","2024-10-30 11:36:04"
4142963293,34567918,"2024-11-03 03:45:46","2024-11-03 04:04:46"
9753528654,61522288,"2024-07-26 07:24:16","2024-07-26 07:35:16"
8126970833,14161586,"2024-09-14 20:27:40","2024-09-14 20:41:40"
9747814712,16359370,"2023-12-16 15:38:05","2023-12-16 15:52:05"
6281619403,77921718,"2023-04-09 18:56:42","2023-04-09 19:15:42"
436184281,78614729,"2023-11-20 12:36:18","2023-11-20 12:55:18"
9799231260,22077605,"2024-03-07 08:59:56","2024-03-07 09:17:56"
4071811527,66023110,"2023-07-26 15:38:48","2023-07-26 15:51:48"
5645359563,87160527,"2024-08-08 23:28:23","2024-08-08 23:45:23"
9411813703,62600289,"2023-09-25 22:56:09","2023-09-25 23:11:09"
4270217473,54580166,"2024-02-01 08:48:55","2024-02-01 09:02:55"
279851011,12967305,"2023-04-11 09:45:14","2023-04-11 09:58:14"
6260524887,57081917,"2024-06-01 06:43:44","2024-06-01 07:00:44"
5853998391,94453274,"2023-09-08 02:48:14","2023-09-08 02:58:14"
9931976872,8955057,"2024-06-24 05:17:20","2024-06-24 05:32:20"
8432209832,90346920,"2024-03-20 03:24:23","2024-03-20 03:42:23"
6023721507,8791577,"2024-04-07 00:19:29","2024-04-07 00:36:29"
3042338919,76212152,"2023-05-17 14:52:39","2023-05-17 15:05:39"
233646065,16379942,"2023-09-19 22:28:29","2023-09-19 22:43:29"
9870610018,94033330,"2024-02-08 05:23:21","2024-02-08 05:36:21"
1398230967,46876240,"2024-04-22 09:58:26","2024-04-22 10:13:26"
8615488922,92209869,"2023-11-04 00:06:14","2023-11-04 00:21:14"
2748841057,33544355,"2023-12-30 05:03:21","2023-12-30 05:19:21"
1375867721,4862761,"2024-07-15 16:57:54","2024-07-15 17:08:54"
8595141097,96511007,"2024-03-31 10:24:16","2024-03-31 10:36:16"
4673382071,21784094,"2024-01-16 13:25:12","2024-01-16 13:40:12"
2948696008,51872499,"2024-04-10 10:05:48","2024-04-10 10:22:48"
6839692624,64497538,"2023-11-19 01:53:50","2023-11-19 02:10:50"
5770951298,75510747,"2023-10-02 18:09:57","2023-10-02 18:23:57"
5084771819,6344345,"2024-08-29 21:54:24","2024-08-29 22:05:24"
422403644,56548063,"2023-05-27 23:26:14","2023-05-27 23:46:14"
7176758896,18394558,"2023-07-13 12:50:53","2023-07-13 13:00:53"
8252905093,42589311,"2024-04-21 23:13:31","2024-04-21 23:29:31"
1488561572,75928073,"2024-08-27 08:18:40","2024-08-27 08:32:40"
6212984517,72702075,"2024-03-16 21:47:29","2024-03-16 22:05:29"
6309784337,26250082,"2024-05-06 17:37:10","2024-05-06 17:53:10"
4613890018,53538932,"2023-10-24 12:43:17","2023-10-24 13:00:17"
3429728472,64017365,"2023-03-31 08:31:30","2023-03-31 08:48:30"
267738904,63368244,"2023-10-24 23:10:36","2023-10-24 23:24:36"
3850416839,57081917,"2024-07-01 02:05:28","2024-07-01 02:23:28"
3412702479,86479284,"2023-12-24 07:32:20","2023-12-24 07:46:20"
2016183232,44928499,"2023-07-19 04:15:07","2023-07-19 04:35:07"
3810280204,84361534,"2023-10-26 17:52:28","2023-10-26 18:06:28"
2416767295,767523,"2024-07-05 03:36:54","2024-07-05 03:50:54"
2283439407,46623192,"2023-07-14 02:18:09","2023-07-14 02:28:09"
4328802292,9738801,"2023-06-14 19:43:21","2023-06-14 19:57:21"
7072715691,74195536,"2023-12-25 19:14:20","2023-12-25 19:28:20"
5640741373,90298394,"2024-05-10 06:46:20","2024-05-10 06:57:20"
6931094066,17159117,"2023-11-15 21:59:17","2023-11-15 22:18:17"
3417088709,62629494,"2024-05-30 17:24:44","2024-05-30 17:37:44"
4424404315,9274874,"2023-07-16 07:24:04","2023-07-16 07:36:04"
2444087306,56250563,"2023-07-28 08:25:29","2023-07-28 08:35:29"
486085268,51040116,"2023-12-11 19:39:16","2023-12-11 19:51:16"
1731312620,49795571,"2023-05-08 20:32:00","2023-05-08 20:42:00"
6475582506,82529927,"2023-09-23 04:50:27","2023-09-23 05:01:27"
1868581378,93198324,"2024-03-29 18:27:14","2024-03-29 18:43:14"
8884235937,20298398,"2024-08-09 11:51:55","2024-08-09 12:01:55"
4590662628,87200291,"2024-01-10 11:48:31","2024-01-10 12:02:31"
992302540,32203588,"2023-11-26 21:32:11","2023-11-26 21:51:11"
7169974633,59110513,"2024-10-16 16:03:22","2024-10-16 16:22:22"
6703651257,93198324,"2024-01-17 01:26:31","2024-01-17 01:43:31"
7180810221,20940403,"2023-09-10 16:44:46","2023-09-10 16:58:46"
7875587578,60967677,"2024-07-15 08:47:10","2024-07-15 08:59:10"
2578671497,76218218,"2024-01-25 00:04:47","2024-01-25 00:16:47"
6284350691,57207678,"2024-06-20 01:00:52","2024-06-20 01:13:52"
5383261788,34588087,"2023-10-18 21:18:10","2023-10-18 21:34:10"
6590867973,56441247,"2023-11-20 08:37:18","2023-11-20 08:55:18"
8787105023,81822935,"2024-05-07 22:54:29","2024-05-07 23:09:29"
1402916311,14275043,"2024-04-23 12:52:28","2024-04-23 13:05:28"
9715205272,52409516,"2024-10-21 21:55:22","2024-10-21 22:09:22"
3946852375,96253172,"2024-07-04 12:26:55","2024-07-04 12:45:55"
3367039425,86050297,"2024-03-10 03:46:29","2024-03-10 03:58:29"
687711388,52757321,"2024-02-02 10:13:42","2024-02-02 10:28:42"
647012431,34281470,"2024-06-16 13:11:54","2024-06-16 13:27:54"
7143278295,50557979,"2024-02-13 15:28:08","2024-02-13 15:39:08"
9736844695,31978160,"2024-04-09 20:00:46","2024-04-09 20:18:46"
5933289680,5751638,"2023-12-07 04:30:24","2023-12-07 04:49:24"
9494303116,98858383,"2024-07-21 10:44:40","2024-07-21 11:04:40"
9337878102,9987182,"2023-05-16 03:51:12","2023-05-16 04:09:12"
6872621077,77128325,"2023-09-14 18:19:29","2023-09-14 18:29:29"
7330237253,28428852,"2023-12-07 12:22:17","2023-12-07 12:38:17"
7942616242,33685414,"2023-09-30 08:07:45","2023-09-30 08:27:45"
238520071,77320193,"2024-02-20 05:25:38","2024-02-20 05:44:38"
5812379362,46504355,"2023-08-05 10:51:03","2023-08-05 11:05:03"
2616623847,49915498,"2024-01-19 19:08:25","2024-01-19 19:22:25"
2040854480,40392019,"2023-12-10 00:09:16","2023-12-10 00:22:16"
5456484560,62600289,"2024-09-26 01:56:49","2024-09-26 02:10:49"
883309006,71229024,"2024-04-09 08:12:20","2024-04-09 08:22:20"
6528341992,64497538,"2024-01-29 03:28:43","2024-01-29 03:43:43"
3263203775,44888581,"2024-09-28 15:27:48","2024-09-28 15:37:48"
3660010934,83577942,"2024-01-31 15:31:03","2024-01-31 15:44:03"
7944885043,1683786,"2024-05-26 08:18:38","2024-05-26 08:31:38"
2506369831,1529180,"2023-06-16 13:05:30","2023-06-16 13:22:30"
697061213,91196901,"2023-03-25 09:41:55","2023-03-25 09:52:55"
7079057004,1507408,"2023-09-30 08:52:45","2023-09-30 09:10:45"
1556153632,67215939,"2024-05-04 08:35:19","2024-05-04 08:54:19"
2161235338,38902882,"2024-04-12 15:00:38","2024-04-12 15:12:38"
1247978468,97484394,"2024-07-19 01:53:39","2024-07-19 02:13:39"
5437627061,58505903,"2024-08-22 02:04:33","2024-08-22 02:15:33"
9091960039,13455530,"2024-02-11 09:54:55","2024-02-11 10:04:55"
619198317,81906973,"2023-11-20 16:57:35","2023-11-20 17:16:35"
9833179291,90372221,"2023-05-04 18:32:00","2023-05-04 18:52:00"
4148760273,93122847,"2024-05-22 01:40:57","2024-05-22 01:55:57"
7206041763,74694186,"2023-05-30 19:17:37","2023-05-30 19:35:37"
690097648,2684440,"2023-12-27 20:11:22","2023-12-27 20:30:22"
4197061567,52757321,"2024-02-04 03:20:32","2024-02-04 03:31:32"
2009394836,55056284,"2023-10-24 22:11:10","2023-10-24 22:25:10"
277502363,88203688,"2023-12-28 13:54:57","2023-12-28 14:04:57"
4356959622,38709137,"2024-01-16 07:41:08","2024-01-16 07:56:08"
174306009,87457446,"2024-08-09 00:24:44","2024-08-09 00:35:44"
9582674091,34237583,"2024-08-16 11:20:21","2024-08-16 11:39:21"
8675579025,44409533,"2024-07-06 11:59:17","2024-07-06 12:15:17"
5195999941,52757321,"2024-07-19 18:51:00","2024-07-19 19:07:00"
5210007923,97507853,"2024-10-01 05:12:34","2024-10-01 05:24:34"
6595771960,45700473,"2023-04-05 03:22:22","2023-04-05 03:36:22"
4247338382,34853377,"2023-12-05 02:01:24","2023-12-05 02:11:24"
819143326,88324928,"2024-01-10 19:18:29","2024-01-10 19:34:29"
3830844750,23996221,"2023-08-06 15:56:31","2023-08-06 16:07:31"
1687314172,82425179,"2024-03-13 18:42:43","2024-03-13 19:00:43"
6756007265,80850753,"2023-07-27 18:19:10","2023-07-27 18:37:10"
489762747,19482392,"2024-09-27 16:36:39","2024-09-27 16:52:39"
7509195875,42723554,"2023-11-26 19:55:46","2023-11-26 20:11:46"
2370917070,5763963,"2023-07-25 05:54:42","2023-07-25 06:11:42"
2055388266,119099,"2023-06-23 06:31:41","2023-06-23 06:41:41"
8969304162,43052303,"2023-10-12 14:44:50","2023-10-12 15:03:50"
5412674107,88111697,"2024-10-06 21:41:05","2024-10-06 22:00:05"
1536516619,15631726,"2023-11-25 07:50:28","2023-11-25 08:10:28"
3858907413,89910157,"2023-07-27 18:31:30","2023-07-27 18:45:30"
4976389251,79478655,"2023-09-05 10:02:35","2023-09-05 10:13:35"
2218319201,40587811,"2024-11-01 02:59:02","2024-11-01 03:12:02"
6729422433,68159723,"2023-07-19 13:45:45","2023-07-19 13:55:45"
1354097448,98687927,"2023-06-21 17:33:21","2023-06-21 17:53:21"
8952275304,81174361,"2024-08-31 08:12:32","2024-08-31 08:22:32"
436603801,54619715,"2023-12-28 09:54:53","2023-12-28 10:14:53"
5273875984,9278983,"2023-05-31 03:32:44","2023-05-31 03:45:44"
9290203003,21573815,"2024-04-01 12:19:55","2024-04-01 12:31:55"
6240982373,91243571,"2023-04-26 03:12:48","2023-04-26 03:27:48"
2718348206,5763963,"2023-11-08 10:22:06","2023-11-08 10:37:06"
4903544026,57331847,"2024-05-11 04:29:41","2024-05-11 04:45:41"
2827266949,93675757,"2024-09-17 07:51:52","2024-09-17 08:10:52"
4278423074,67708491,"2023-12-17 04:48:47","2023-12-17 05:02:47"
645916247,76857266,"2023-10-10 02:52:20","2023-10-10 03:03:20"
5816647866,81420960,"2024-09-26 05:13:41","2024-09-26 05:23:41"
7282397914,97825663,"2024-07-14 01:15:08","2024-07-14 01:35:08"
3260611473,12832151,"2024-02-06 13:34:26","2024-02-06 13:54:26"
8638163868,87718744,"2023-06-07 03:25:59","2023-06-07 03:41:59"
177850987,51174875,"2023-11-07 14:08:48","2023-11-07 14:25:48"
9653859166,32987624,"2023-03-16 19:23:51","2023-03-16 19:36:51"
9991338690,98444183,"2024-07-29 11:34:33","2024-07-29 11:45:33"
1714593246,27698051,"2024-10-20 09:52:38","2024-10-20 10:02:38"
9742461226,34095555,"2024-01-01 00:24:00","2024-01-01 00:43:00"
3314393477,55170753,"2024-10-26 13:36:56","2024-10-26 13:49:56"
4188317986,42366724,"2023-03-20 01:44:55","2023-03-20 01:56:55"
1646665366,51387106,"2024-07-26 18:45:20","2024-07-26 19:01:20"
9558804585,82700270,"2024-03-15 11:58:19","2024-03-15 12:09:19"
9047652469,71902700,"2024-08-05 03:13:47","2024-08-05 03:28:47"
2893800377,57892837,"2024-03-22 11:38:50","2024-03-22 11:57:50"
6139157985,88517890,"2024-02-03 13:33:26","2024-02-03 13:51:26"
6029394789,7591711,"2023-04-30 06:03:14","2023-04-30 06:23:14"
5874940276,38875754,"2024-04-11 06:28:42","2024-04-11 06:45:42"
5205211911,57662767,"2024-09-27 18:32:45","2024-09-27 18:52:45"
5314758068,48776805,"2024-02-03 00:17:30","2024-02-03 00:36:30"
484869710,6756256,"2023-09-09 11:46:42","2023-09-09 12:05:42"
9957728938,25915909,"2024-08-05 21:29:11","2024-08-05 21:43:11"
3136056666,57770044,"2024-04-29 03:24:15","2024-04-29 03:40:15"
4926104391,47206881,"2023-10-24 07:42:01","2023-10-24 08:02:01"
1827844756,16785724,"2023-04-07 11:32:25","2023-04-07 11:43:25"
7032037874,57291761,"2024-06-13 19:06:38","2024-06-13 19:17:38"
3779230503,46699982,"2023-07-11 05:19:38","2023-07-11 05:30:38"
3473012553,89669139,"2024-02-16 21:32:26","2024-02-16 21:48:26"
7988504487,8164639,"2024-05-14 11:32:09","2024-05-14 11:42:09"
7193792738,84572019,"2024-06-05 15:34:59","2024-06-05 15:49:59"
1533583386,35912599,"2023-08-28 20:16:24","2023-08-28 20:27:24"
7750989397,79672044,"2024-01-07 01:01:22","2024-01-07 01:20:22"
4434816229,63292875,"2023-09-14 06:52:00","2023-09-14 07:10:00"
6896732047,62068277,"2024-04-18 17:58:30","2024-04-18 18:08:30"
4740837071,64795608,"2023-11-01 15:26:13","2023-11-01 15:42:13"
6649631729,75640174,"2024-09-30 09:24:51","2024-09-30 09:39:51"
5351526726,75892474,"2023-03-28 18:51:51","2023-03-28 19:08:51"
1506082041,11446157,"2023-05-04 07:48:45","2023-05-04 08:00:45"
1023260165,10683250,"2024-02-16 19:06:29","2024-02-16 19:23:29"
8257032403,17805991,"2024-09-18 21:17:58","2024-09-18 21:34:58"
7216524192,72605638,"2024-09-01 16:23:34","2024-09-01 16:33:34"
8619795820,98687927,"2024-09-04 09:17:19","2024-09-04 09:30:19"
6494708839,25595836,"2023-06-18 16:06:43","2023-06-18 16:18:43"
9859249765,5039883,"2024-05-13 13:57:42","2024-05-13 14:10:42"
3528020011,33675108,"2023-11-12 11:51:12","2023-11-12 12:01:12"
5937934264,90346920,"2024-09-11 19:24:19","2024-09-11 19:35:19"
2976477423,57213543,"2023-08-17 07:32:10","2023-08-17 07:47:10"
1002438039,85198177,"2024-02-17 03:28:02","2024-02-17 03:44:02"
2571163022,59345983,"2024-02-06 22:03:16","2024-02-06 22:20:16"
6850221497,21270783,"2024-07-21 22:37:39","2024-07-21 22:52:39"
4706569127,68016312,"2023-07-27 18:37:32","2023-07-27 18:51:32"
8168261752,65903057,"2024-04-22 06:11:39","2024-04-22 06:30:39"
5828325906,40587811,"2023-12-04 11:40:56","2023-12-04 11:59:56"
5012271549,73061709,"2024-09-21 10:04:21","2024-09-21 10:19:21"
8110316958,61226835,"2024-01-30 19:28:34","2024-01-30 19:48:34"
3190808443,77618011,"2024-01-10 08:50:54","2024-01-10 09:00:54"
7175472728,9551011,"2023-09-12 11:51:20","2023-09-12 12:01:20"
6011117738,24337950,"2024-01-07 10:51:31","2024-01-07 11:01:31"
5592928753,46875863,"2024-08-23 20:45:57","2024-08-23 20:59:57"
3952040848,31156674,"2024-05-09 00:30:37","2024-05-09 00:41:37"
7026479520,81994445,"2024-07-17 22:05:57","2024-07-17 22:17:57"
6572695161,64197854,"2024-03-18 08:19:53","2024-03-18 08:32:53"
9090769419,66485571,"2024-09-02 03:14:47","2024-09-02 03:29:47"
5979489110,22161071,"2023-09-07 07:49:52","2023-09-07 08:03:52"
964698323,81763298,"2024-09-30 23:16:20","2024-09-30 23:34:20"
2304242664,65815155,"2024-03-21 08:29:02","2024-03-21 08:47:02"
2483843748,26040510,"2023-05-24 09:19:37","2023-05-24 09:35:37"
2560588609,6291143,"2024-06-21 01:18:07","2024-06-21 01:35:07"
9268920928,17805991,"2023-07-05 12:33:39","2023-07-05 12:44:39"
9554019312,6247821,"2023-09-08 01:54:46","2023-09-08 02:10:46"
3749174258,38902193,"2024-02-13 07:46:49","2024-02-13 07:59:49"
3947164241,95768401,"2024-11-04 20:29:15","2024-11-04 20:43:15"
487327038,67277562,"2023-10-05 00:26:02","2023-10-05 00:41:02"
8830321199,93341057,"2024-08-10 06:00:16","2024-08-10 06:17:16"
3811318591,64940409,"2023-07-07 12:56:03","2023-07-07 13:10:03"
6795601573,46629917,"2023-12-13 02:39:49","2023-12-13 02:49:49"
2348495717,86067293,"2023-06-27 00:54:54","2023-06-27 01:11:54"
9505736584,63571453,"2024-06-04 05:37:56","2024-06-04 05:50:56"
1857227304,99301505,"2024-03-19 07:47:02","2024-03-19 08:01:02"
5506485302,66655397,"2023-05-19 06:41:57","2023-05-19 06:53:57"
6074837981,61015113,"2024-04-20 12:49:11","2024-04-20 13:08:11"
4150569633,2903620,"2023-10-29 11:22:51","2023-10-29 11:37:51"
609838437,54619715,"2023-12-13 04:58:58","2023-12-13 05:18:58"
5229657139,18889370,"2023-10-03 11:53:27","2023-10-03 12:08:27"
2589639350,64141971,"2023-08-01 10:46:34","2023-08-01 11:06:34"
7656948165,44410149,"2023-06-07 10:23:28","2023-06-07 10:41:28"
1806563605,25659794,"2023-12-24 00:23:24","2023-12-24 00:41:24"
359819834,12755730,"2023-12-27 12:39:23","2023-12-27 12:56:23"
1908423841,56441247,"2023-10-28 04:57:00","2023-10-28 05:07:00"
299859815,2848415,"2024-01-16 02:45:51","2024-01-16 03:03:51"
923659418,25081012,"2023-04-16 13:14:50","2023-04-16 13:32:50"
3560625119,82989313,"2023-05-13 19:53:58","2023-05-13 20:04:58"
7111490680,32500305,"2024-01-24 19:15:43","2024-01-24 19:29:43"
5766981431,93675757,"2024-01-14 04:28:49","2024-01-14 04:42:49"
8609945311,51670882,"2024-05-03 10:00:04","2024-05-03 10:10:04"
1691260635,80796977,"2024-06-17 10:23:39","2024-06-17 10:35:39"
8742091504,78254569,"2023-07-03 23:26:52","2023-07-03 23:41:52"
1997833025,72489544,"2023-07-28 23:24:23","2023-07-28 23:39:23"
3588296877,83404008,"2024-08-13 08:04:17","2024-08-13 08:19:17"
2404804990,81757554,"2023-12-24 12:32:31","2023-12-24 12:50:31"
8091385479,16082651,"2024-04-09 15:13:24","2024-04-09 15:31:24"
7133174424,8513589,"2023-06-22 03:24:19","2023-06-22 03:42:19"
6110446321,78412820,"2024-10-27 01:56:26","2024-10-27 02:11:26"
6964586050,4597433,"2024-08-04 18:38:03","2024-08-04 18:49:03"
2351986014,85626346,"2023-04-21 12:54:41","2023-04-21 13:04:41"
352569720,65660660,"2023-06-23 00:25:26","2023-06-23 00:39:26"
1235280275,46875863,"2023-08-09 22:42:03","2023-08-09 22:57:03"
9399859705,57548210,"2023-10-29 01:13:16","2023-10-29 01:29:16"
7530379037,99729547,"2024-08-02 19:47:04","2024-08-02 19:58:04"
5952886441,16420489,"2024-03-12 11:22:17","2024-03-12 11:39:17"
5815833211,31940833,"2024-02-08 19:08:31","2024-02-08 19:27:31"
7307394687,47043878,"2024-05-01 10:47:18","2024-05-01 11:04:18"
6033014029,29525287,"2024-10-21 13:54:53","2024-10-21 14:09:53"
1409944718,39042103,"2023-08-19 14:10:37","2023-08-19 14:25:37"
1811382200,37915052,"2023-08-25 19:03:17","2023-08-25 19:20:17"
4485391413,11478478,"2023-12-21 08:58:06","2023-12-21 09:15:06"
4076279641,89476734,"2023-07-12 17:23:25","2023-07-12 17:35:25"
2965387566,47955004,"2023-08-16 11:38:40","2023-08-16 11:55:40"
9397774189,92245432,"2023-06-28 08:13:42","2023-06-28 08:29:42"
1437159967,68016312,"2024-06-07 01:48:08","2024-06-07 01:59:08"
8397785448,67952740,"2024-09-04 02:53:31","2024-09-04 03:11:31"
2778606949,33675108,"2024-10-13 13:58:43","2024-10-13 14:09:43"
1774096863,60656482,"2023-06-13 05:30:19","2023-06-13 05:47:19"
1497256618,87220860,"2023-04-26 23:27:32","2023-04-26 23:38:32"
734095510,56480776,"2024-06-03 21:33:06","2024-06-03 21:44:06"
5755859055,79592021,"2024-10-30 14:19:27","2024-10-30 14:37:27"
5840290569,99490786,"2023-09-18 03:57:40","2023-09-18 04:09:40"
