customer_id,total_orders,first_order,last_order
1989720,2,"2023-12-15 15:15:19","2024-08-04 23:35:44"
67092149,5,"2023-07-04 16:03:56","2024-08-04 15:09:28"
89784343,2,"2023-09-15 07:10:58","2024-07-28 04:25:12"
45868300,3,"2023-04-05 18:07:19","2024-06-06 21:04:35"
50760752,2,"2024-04-26 09:14:56","2024-06-16 19:05:12"
96795047,3,"2023-05-12 05:46:25","2024-09-19 17:19:49"
16561710,4,"2023-09-04 03:48:51","2024-06-02 13:04:55"
35156679,3,"2023-07-23 10:45:59","2024-06-13 19:44:54"
87718744,3,"2023-06-07 03:25:59","2024-09-02 00:09:24"
10524732,3,"2023-05-06 05:52:44","2023-07-26 19:47:28"
62416456,3,"2023-07-22 03:10:51","2024-10-23 00:20:31"
69925688,4,"2023-07-23 13:23:28","2024-06-18 07:17:42"
5140660,1,"2023-11-08 17:24:58","2023-11-08 17:24:58"
82594354,4,"2023-03-17 00:20:41","2024-08-06 19:17:03"
88324928,5,"2023-07-15 18:05:56","2024-11-01 09:45:47"
71235336,1,"2024-08-21 03:59:25","2024-08-21 03:59:25"
57833505,5,"2023-04-17 19:29:17","2024-01-03 20:29:01"
12402437,2,"2024-02-08 20:03:51","2024-03-14 00:46:30"
59890331,3,"2023-06-12 22:41:34","2024-09-06 22:22:22"
14944819,2,"2023-07-26 02:15:37","2023-12-23 17:06:45"
67386193,5,"2023-05-15 01:17:28","2024-09-07 07:00:44"
67701771,1,"2024-05-02 14:40:25","2024-05-02 14:40:25"
89910157,5,"2023-03-16 14:50:01","2024-07-19 01:16:09"
15484407,3,"2024-01-18 14:45:23","2024-10-21 01:03:46"
10769994,2,"2023-08-01 07:42:43","2023-12-09 04:14:59"
85519349,4,"2024-02-25 10:37:03","2024-10-10 06:40:31"
49241309,2,"2023-10-17 19:29:19","2024-03-03 22:15:37"
23348269,5,"2023-10-12 07:15:53","2024-06-06 21:29:44"
85016568,1,"2023-08-15 01:15:08","2023-08-15 01:15:08"
6247821,3,"2023-09-08 01:54:46","2024-10-09 21:50:33"
57579640,1,"2024-11-01 15:00:29","2024-11-01 15:00:29"
2457734,4,"2023-03-26 20:02:49","2024-10-30 05:28:47"
59329145,4,"2023-10-21 21:29:40","2024-07-11 11:31:57"
24043135,3,"2023-11-11 20:33:38","2024-07-28 05:10:33"
59216664,2,"2024-01-26 10:11:06","2024-09-26 09:57:18"
41008070,3,"2023-07-28 06:31:14","2024-08-11 23:00:07"
74179536,4,"2023-11-27 13:08:59","2024-07-19 22:39:09"
55028958,3,"2023-07-30 07:51:28","2024-02-17 19:48:14"
88965399,1,"2023-04-24 21:33:02","2023-04-24 21:33:02"
21866852,2,"2023-07-05 10:13:13","2024-04-10 05:53:16"
27971619,2,"2024-02-06 12:38:50","2024-05-27 03:37:21"
8791577,8,"2023-04-05 23:10:17","2024-10-13 21:57:38"
70372270,3,"2024-02-18 03:58:21","2024-06-24 02:37:36"
32293017,5,"2023-04-21 18:43:44","2024-07-26 15:41:14"
15931134,2,"2023-10-09 04:42:34","2023-12-24 02:28:15"
60700850,2,"2023-04-09 10:10:33","2023-12-14 02:10:55"
34761418,1,"2023-10-04 10:20:55","2023-10-04 10:20:55"
99361865,3,"2023-05-27 09:57:51","2024-10-15 12:30:13"
75984768,2,"2023-09-21 02:17:46","2024-02-02 19:36:40"
29272253,4,"2023-04-15 22:56:08","2024-09-23 05:28:57"
80371626,2,"2023-04-12 01:03:47","2023-06-18 19:23:45"
666589,1,"2024-01-24 17:03:49","2024-01-24 17:03:49"
98858383,3,"2024-07-21 10:44:40","2024-10-19 15:37:39"
46836361,2,"2024-02-02 02:54:20","2024-10-06 06:32:32"
94730288,3,"2023-10-23 19:16:23","2024-01-17 01:23:06"
77862447,3,"2023-04-24 00:00:48","2023-12-27 06:52:23"
16379942,4,"2023-06-17 01:53:29","2024-04-22 07:45:06"
79169760,2,"2024-05-25 03:53:54","2024-09-28 09:51:29"
94529626,3,"2023-03-28 00:53:55","2024-03-04 04:03:00"
42872865,1,"2024-10-27 11:26:03","2024-10-27 11:26:03"
55803572,1,"2024-01-13 02:34:24","2024-01-13 02:34:24"
51547198,1,"2024-04-17 14:33:32","2024-04-17 14:33:32"
14428954,3,"2023-07-20 23:11:57","2024-01-16 22:18:13"
76987910,2,"2023-08-01 19:08:52","2023-10-08 18:18:29"
42262168,3,"2023-05-13 01:06:33","2024-09-11 00:54:34"
5277675,2,"2023-04-02 17:43:16","2023-10-07 04:05:52"
44410149,6,"2023-05-20 08:14:06","2024-05-18 02:42:09"
17805991,8,"2023-04-23 13:27:40","2024-09-18 21:17:58"
9097480,2,"2023-09-21 09:06:49","2024-11-01 14:24:12"
79591237,3,"2023-09-11 00:37:13","2024-05-20 16:19:17"
8651281,4,"2023-05-17 07:50:53","2024-06-12 17:02:41"
14991661,2,"2023-10-28 23:59:05","2024-07-19 09:22:31"
9650263,2,"2024-05-11 16:21:59","2024-07-07 13:29:33"
58942207,2,"2023-04-04 05:34:45","2023-09-07 13:18:38"
69632084,2,"2024-05-06 11:20:40","2024-08-27 10:06:15"
79991320,3,"2023-06-09 13:18:53","2024-10-30 11:23:04"
34567918,3,"2024-01-24 22:05:21","2024-11-03 03:45:46"
61522288,2,"2023-08-23 13:35:26","2024-07-26 07:24:16"
14161586,2,"2024-06-23 21:01:02","2024-09-14 20:27:40"
16359370,1,"2023-12-16 15:38:05","2023-12-16 15:38:05"
77921718,2,"2023-04-09 18:56:42","2023-08-24 23:36:46"
78614729,2,"2023-03-25 08:20:32","2023-11-20 12:36:18"
22077605,2,"2023-04-27 07:44:43","2024-03-07 08:59:56"
66023110,3,"2023-07-26 15:38:48","2024-02-03 20:15:40"
87160527,4,"2023-07-07 07:55:06","2024-09-26 17:57:33"
62600289,4,"2023-07-25 07:28:56","2024-09-26 01:56:49"
54580166,3,"2024-02-01 08:48:55","2024-06-21 10:35:49"
12967305,3,"2023-04-11 09:45:14","2023-07-25 19:31:47"
57081917,5,"2024-04-23 22:02:29","2024-11-01 03:43:48"
94453274,2,"2023-09-08 02:48:14","2023-11-25 13:43:03"
8955057,3,"2024-04-08 13:39:20","2024-07-07 17:24:52"
90346920,4,"2023-08-23 03:20:08","2024-09-11 19:24:19"
76212152,3,"2023-05-12 22:06:22","2023-09-05 11:59:41"
94033330,4,"2023-03-23 15:24:35","2024-10-06 20:17:02"
46876240,3,"2023-03-22 13:39:16","2024-08-25 19:41:28"
92209869,2,"2023-06-14 04:31:45","2023-11-04 00:06:14"
33544355,2,"2023-12-03 10:33:46","2023-12-30 05:03:21"
4862761,2,"2023-03-23 20:08:50","2024-07-15 16:57:54"
96511007,3,"2024-01-26 22:01:18","2024-08-30 06:37:00"
21784094,1,"2024-01-16 13:25:12","2024-01-16 13:25:12"
51872499,2,"2024-04-10 10:05:48","2024-07-29 20:56:08"
64497538,4,"2023-07-23 14:42:43","2024-05-08 17:34:39"
75510747,4,"2023-05-26 07:15:43","2024-06-17 02:44:31"
6344345,3,"2023-10-19 12:46:22","2024-08-29 21:54:24"
56548063,3,"2023-05-27 23:26:14","2024-08-27 19:59:28"
18394558,2,"2023-07-13 12:50:53","2024-08-01 19:15:33"
42589311,2,"2023-05-23 04:12:41","2024-04-21 23:13:31"
75928073,4,"2023-05-06 21:35:32","2024-08-27 19:51:30"
72702075,1,"2024-03-16 21:47:29","2024-03-16 21:47:29"
26250082,1,"2024-05-06 17:37:10","2024-05-06 17:37:10"
53538932,2,"2023-10-24 12:43:17","2024-05-04 18:57:03"
64017365,1,"2023-03-31 08:31:30","2023-03-31 08:31:30"
63368244,4,"2023-09-27 02:26:38","2024-09-29 05:08:49"
86479284,2,"2023-08-08 15:10:38","2023-12-24 07:32:20"
44928499,2,"2023-03-28 06:46:34","2023-07-19 04:15:07"
84361534,2,"2023-10-26 17:52:28","2024-01-15 21:29:58"
767523,1,"2024-07-05 03:36:54","2024-07-05 03:36:54"
46623192,6,"2023-07-14 02:18:09","2024-06-26 13:15:57"
9738801,4,"2023-04-03 23:28:44","2024-02-28 19:04:46"
74195536,1,"2023-12-25 19:14:20","2023-12-25 19:14:20"
90298394,3,"2023-07-18 13:12:02","2024-10-14 15:16:37"
17159117,2,"2023-10-31 10:45:49","2023-11-15 21:59:17"
62629494,3,"2023-08-06 13:26:22","2024-05-30 17:24:44"
9274874,6,"2023-05-06 08:21:49","2024-08-25 17:39:03"
56250563,1,"2023-07-28 08:25:29","2023-07-28 08:25:29"
51040116,1,"2023-12-11 19:39:16","2023-12-11 19:39:16"
49795571,3,"2023-05-08 20:32:00","2024-11-02 11:28:29"
82529927,3,"2023-09-23 04:50:27","2024-04-30 04:27:38"
93198324,3,"2023-03-21 22:45:08","2024-03-29 18:27:14"
20298398,5,"2023-05-24 12:11:07","2024-08-09 11:51:55"
87200291,3,"2023-12-02 20:34:50","2024-06-12 11:13:45"
32203588,2,"2023-11-26 21:32:11","2024-10-24 01:26:23"
59110513,4,"2023-05-25 05:14:31","2024-10-16 16:03:22"
20940403,3,"2023-07-09 08:37:58","2024-01-24 23:43:14"
60967677,3,"2023-05-04 15:51:30","2024-10-06 02:25:15"
76218218,2,"2023-07-12 09:11:08","2024-01-25 00:04:47"
57207678,1,"2024-06-20 01:00:52","2024-06-20 01:00:52"
34588087,2,"2023-10-18 21:18:10","2023-10-26 04:59:56"
56441247,4,"2023-04-10 01:58:24","2024-01-06 14:50:22"
81822935,5,"2023-06-10 19:34:51","2024-08-21 19:41:28"
14275043,1,"2024-04-23 12:52:28","2024-04-23 12:52:28"
52409516,4,"2023-03-18 19:45:58","2024-10-21 21:55:22"
96253172,4,"2023-06-09 20:54:07","2024-07-04 12:26:55"
86050297,1,"2024-03-10 03:46:29","2024-03-10 03:46:29"
52757321,4,"2024-02-02 10:13:42","2024-09-23 17:51:26"
34281470,3,"2023-11-06 02:40:42","2024-06-16 13:11:54"
50557979,4,"2023-11-28 22:30:33","2024-07-01 21:17:49"
31978160,1,"2024-04-09 20:00:46","2024-04-09 20:00:46"
5751638,2,"2023-09-10 20:57:55","2023-12-07 04:30:24"
9987182,4,"2023-05-16 03:51:12","2024-10-07 16:33:53"
77128325,2,"2023-09-14 18:19:29","2024-03-07 12:50:53"
28428852,3,"2023-08-27 05:03:40","2024-05-12 05:01:14"
33685414,2,"2023-08-02 04:36:07","2023-09-30 08:07:45"
77320193,1,"2024-02-20 05:25:38","2024-02-20 05:25:38"
46504355,5,"2023-05-22 09:04:11","2023-12-02 12:47:08"
49915498,1,"2024-01-19 19:08:25","2024-01-19 19:08:25"
40392019,4,"2023-08-15 05:18:43","2024-02-05 17:25:35"
71229024,2,"2024-04-09 08:12:20","2024-06-03 05:27:05"
44888581,2,"2024-08-10 00:55:00","2024-09-28 15:27:48"
83577942,4,"2023-07-02 01:33:28","2024-03-22 11:55:52"
1683786,2,"2023-04-13 23:05:51","2024-05-26 08:18:38"
1529180,2,"2023-04-07 02:53:46","2023-06-16 13:05:30"
91196901,5,"2023-03-25 09:41:55","2024-07-12 13:13:16"
1507408,3,"2023-08-23 20:29:30","2023-09-30 08:52:45"
67215939,4,"2023-10-24 05:26:59","2024-07-30 05:14:35"
38902882,3,"2024-04-12 15:00:38","2024-09-01 17:25:55"
97484394,1,"2024-07-19 01:53:39","2024-07-19 01:53:39"
58505903,2,"2023-08-07 01:57:04","2024-08-22 02:04:33"
13455530,3,"2023-10-09 04:19:26","2024-02-11 09:54:55"
81906973,3,"2023-06-25 00:32:19","2023-11-20 16:57:35"
90372221,2,"2023-05-04 18:32:00","2023-11-13 12:31:56"
93122847,3,"2023-11-01 02:22:55","2024-09-30 22:30:00"
74694186,2,"2023-05-30 19:17:37","2024-06-02 03:23:24"
2684440,5,"2023-10-11 14:46:33","2024-05-24 20:01:10"
55056284,2,"2023-10-24 22:11:10","2024-03-14 18:40:17"
88203688,3,"2023-03-17 01:19:51","2024-06-21 14:01:28"
38709137,1,"2024-01-16 07:41:08","2024-01-16 07:41:08"
87457446,1,"2024-08-09 00:24:44","2024-08-09 00:24:44"
34237583,3,"2023-06-09 02:50:17","2024-08-16 11:20:21"
44409533,4,"2023-04-22 10:44:28","2024-07-06 11:59:17"
97507853,2,"2024-01-07 00:13:44","2024-10-01 05:12:34"
45700473,3,"2023-04-05 03:22:22","2024-01-10 23:12:29"
34853377,3,"2023-09-06 03:07:59","2024-08-17 22:01:06"
23996221,1,"2023-08-06 15:56:31","2023-08-06 15:56:31"
82425179,3,"2023-08-16 10:15:50","2024-04-06 20:31:22"
80850753,2,"2023-07-27 18:19:10","2023-08-12 07:02:02"
19482392,4,"2023-12-03 12:50:10","2024-09-27 16:36:39"
42723554,5,"2023-04-12 08:37:24","2024-05-30 17:53:58"
5763963,5,"2023-03-27 07:49:31","2024-03-29 23:52:07"
119099,4,"2023-06-23 06:31:41","2024-05-24 16:36:21"
43052303,4,"2023-08-05 09:42:32","2024-10-15 06:25:15"
88111697,1,"2024-10-06 21:41:05","2024-10-06 21:41:05"
15631726,3,"2023-10-17 13:03:52","2024-09-17 19:02:43"
79478655,4,"2023-05-28 02:29:58","2024-07-29 10:13:55"
40587811,3,"2023-12-04 11:40:56","2024-11-01 02:59:02"
68159723,4,"2023-07-19 13:45:45","2024-10-12 11:58:44"
98687927,3,"2023-06-21 17:33:21","2024-10-24 16:22:22"
81174361,1,"2024-08-31 08:12:32","2024-08-31 08:12:32"
54619715,2,"2023-12-13 04:58:58","2023-12-28 09:54:53"
9278983,5,"2023-04-08 13:12:35","2024-09-27 17:01:56"
21573815,5,"2023-04-08 09:45:31","2024-07-10 17:30:21"
91243571,4,"2023-04-26 03:12:48","2024-10-19 19:09:22"
57331847,2,"2023-03-30 09:00:22","2024-05-11 04:29:41"
93675757,4,"2023-11-29 05:51:03","2024-09-17 07:51:52"
67708491,6,"2023-05-06 13:44:41","2024-10-31 10:29:04"
76857266,2,"2023-10-10 02:52:20","2023-12-08 11:59:55"
81420960,3,"2024-06-06 07:57:42","2024-09-26 05:13:41"
97825663,5,"2024-05-22 07:43:43","2024-10-10 06:40:41"
12832151,7,"2023-09-28 04:45:11","2024-09-24 05:38:46"
51174875,2,"2023-11-07 14:08:48","2024-10-19 06:57:40"
32987624,4,"2023-03-16 19:23:51","2024-09-11 00:36:04"
98444183,6,"2023-11-03 08:53:22","2024-10-21 20:15:16"
27698051,4,"2023-05-18 00:30:10","2024-10-20 09:52:38"
34095555,4,"2023-03-25 16:40:17","2024-01-29 17:42:04"
55170753,2,"2023-08-03 23:41:19","2024-10-26 13:36:56"
42366724,4,"2023-03-20 01:44:55","2024-10-08 03:01:32"
51387106,1,"2024-07-26 18:45:20","2024-07-26 18:45:20"
82700270,1,"2024-03-15 11:58:19","2024-03-15 11:58:19"
71902700,4,"2023-09-22 03:03:12","2024-09-14 03:54:21"
57892837,3,"2023-06-12 01:00:49","2024-03-22 11:38:50"
88517890,2,"2024-02-03 13:33:26","2024-08-15 00:01:13"
7591711,4,"2023-04-30 06:03:14","2023-12-21 14:21:21"
38875754,4,"2023-06-16 19:27:33","2024-06-04 21:25:31"
57662767,2,"2023-04-01 11:32:48","2024-09-27 18:32:45"
48776805,3,"2023-06-01 13:00:30","2024-10-07 10:23:41"
6756256,3,"2023-09-09 11:46:42","2024-06-17 13:27:48"
25915909,1,"2024-08-05 21:29:11","2024-08-05 21:29:11"
57770044,2,"2024-04-29 03:24:15","2024-09-10 19:14:18"
47206881,3,"2023-09-27 12:09:29","2023-12-01 19:44:39"
16785724,3,"2023-04-07 11:32:25","2023-12-22 22:14:29"
57291761,6,"2023-03-26 18:49:43","2024-10-26 04:59:57"
46699982,4,"2023-07-11 05:19:38","2023-12-19 20:18:46"
89669139,4,"2024-01-25 17:54:37","2024-03-03 12:48:39"
8164639,2,"2023-07-12 16:39:41","2024-05-14 11:32:09"
84572019,2,"2024-06-05 15:34:59","2024-10-30 19:05:44"
35912599,4,"2023-08-28 20:16:24","2024-10-07 08:49:35"
79672044,3,"2024-01-07 01:01:22","2024-07-24 02:59:03"
63292875,1,"2023-09-14 06:52:00","2023-09-14 06:52:00"
64795608,3,"2023-09-27 02:02:46","2024-11-03 14:28:39"
75640174,2,"2023-09-05 02:48:56","2024-09-30 09:24:51"
75892474,2,"2023-03-28 18:51:51","2023-09-20 15:55:11"
11446157,5,"2023-04-16 07:19:57","2024-04-26 05:34:58"
10683250,2,"2023-10-02 15:15:52","2024-02-16 19:06:29"
72605638,3,"2024-01-30 19:14:01","2024-09-18 10:20:36"
25595836,2,"2023-06-18 16:06:43","2024-09-10 11:19:07"
5039883,5,"2023-12-30 08:15:15","2024-08-05 00:09:15"
33675108,4,"2023-07-14 00:40:25","2024-10-13 13:58:43"
57213543,1,"2023-08-17 07:32:10","2023-08-17 07:32:10"
85198177,4,"2023-08-06 11:20:58","2024-11-04 13:50:21"
59345983,1,"2024-02-06 22:03:16","2024-02-06 22:03:16"
21270783,1,"2024-07-21 22:37:39","2024-07-21 22:37:39"
68016312,3,"2023-07-27 18:37:32","2024-06-07 01:48:08"
65903057,3,"2024-02-01 02:23:06","2024-07-06 06:23:10"
73061709,2,"2024-08-09 19:43:10","2024-09-21 10:04:21"
61226835,1,"2024-01-30 19:28:34","2024-01-30 19:28:34"
77618011,1,"2024-01-10 08:50:54","2024-01-10 08:50:54"
9551011,1,"2023-09-12 11:51:20","2023-09-12 11:51:20"
24337950,3,"2023-09-25 00:18:47","2024-06-16 14:09:42"
46875863,4,"2023-08-09 22:42:03","2024-10-04 03:16:47"
31156674,4,"2023-04-10 05:37:48","2024-07-09 02:51:49"
81994445,2,"2024-07-17 22:05:57","2024-09-20 02:11:27"
64197854,3,"2023-11-09 11:37:19","2024-03-18 08:19:53"
66485571,3,"2023-06-07 13:48:18","2024-09-02 03:14:47"
22161071,1,"2023-09-07 07:49:52","2023-09-07 07:49:52"
81763298,2,"2024-05-06 17:18:58","2024-09-30 23:16:20"
65815155,5,"2023-04-21 16:44:32","2024-10-11 17:45:30"
26040510,3,"2023-05-23 01:52:56","2023-11-25 02:41:53"
6291143,2,"2023-08-18 15:16:56","2024-06-21 01:18:07"
38902193,4,"2023-04-04 09:05:35","2024-04-02 19:35:56"
95768401,2,"2024-01-31 15:32:00","2024-11-04 20:29:15"
67277562,3,"2023-09-05 20:15:31","2024-02-18 13:40:29"
93341057,2,"2023-09-24 14:10:07","2024-08-10 06:00:16"
64940409,3,"2023-07-07 12:56:03","2024-05-27 13:54:56"
46629917,3,"2023-08-15 03:17:51","2024-03-29 20:09:02"
86067293,5,"2023-06-27 00:54:54","2024-09-10 12:34:01"
63571453,3,"2023-05-27 23:22:57","2024-06-04 05:37:56"
99301505,3,"2023-11-21 23:48:53","2024-09-01 03:50:07"
66655397,5,"2023-05-19 06:41:57","2024-06-08 22:01:14"
61015113,2,"2023-07-08 14:04:31","2024-04-20 12:49:11"
2903620,2,"2023-10-29 11:22:51","2024-03-26 19:44:46"
18889370,2,"2023-08-07 07:16:25","2023-10-03 11:53:27"
64141971,5,"2023-08-01 10:46:34","2024-04-04 18:16:56"
25659794,1,"2023-12-24 00:23:24","2023-12-24 00:23:24"
12755730,3,"2023-05-03 23:11:50","2024-04-24 12:09:13"
2848415,1,"2024-01-16 02:45:51","2024-01-16 02:45:51"
25081012,2,"2023-04-16 13:14:50","2023-08-26 23:42:03"
82989313,3,"2023-05-13 19:53:58","2024-10-30 15:25:29"
32500305,2,"2024-01-24 19:15:43","2024-02-08 01:04:11"
51670882,5,"2023-04-02 06:47:43","2024-05-26 07:53:37"
80796977,2,"2024-06-17 10:23:39","2024-08-30 00:55:24"
78254569,2,"2023-07-03 23:26:52","2024-07-25 09:51:06"
72489544,3,"2023-07-28 23:24:23","2024-04-15 17:01:06"
83404008,2,"2023-07-05 14:27:32","2024-08-13 08:04:17"
81757554,4,"2023-12-24 12:32:31","2024-05-13 16:07:25"
16082651,2,"2024-04-09 15:13:24","2024-07-10 08:10:58"
8513589,2,"2023-06-22 03:24:19","2024-04-24 23:13:39"
78412820,2,"2024-01-31 17:11:17","2024-10-27 01:56:26"
4597433,6,"2023-03-29 12:08:35","2024-08-26 16:17:59"
85626346,4,"2023-04-21 12:54:41","2024-02-19 06:09:33"
65660660,2,"2023-06-23 00:25:26","2024-05-30 06:58:58"
57548210,1,"2023-10-29 01:13:16","2023-10-29 01:13:16"
99729547,3,"2023-07-15 22:06:21","2024-10-29 01:18:06"
16420489,5,"2023-04-17 02:53:44","2024-03-12 11:22:17"
31940833,6,"2023-03-22 12:45:37","2024-02-27 16:10:19"
47043878,2,"2024-03-23 19:38:44","2024-05-01 10:47:18"
29525287,3,"2024-01-04 00:23:02","2024-10-21 13:54:53"
39042103,3,"2023-08-19 14:10:37","2024-07-28 07:37:08"
37915052,1,"2023-08-25 19:03:17","2023-08-25 19:03:17"
11478478,6,"2023-10-11 07:18:40","2024-10-08 04:17:08"
89476734,2,"2023-07-12 17:23:25","2023-08-02 03:54:51"
47955004,3,"2023-08-16 11:38:40","2024-01-28 03:46:56"
92245432,4,"2023-06-28 08:13:42","2024-08-24 11:40:07"
67952740,4,"2023-07-13 02:25:28","2024-09-26 15:13:34"
60656482,3,"2023-06-13 05:30:19","2023-12-18 01:55:01"
87220860,2,"2023-04-26 23:27:32","2024-08-01 08:28:48"
56480776,1,"2024-06-03 21:33:06","2024-06-03 21:33:06"
79592021,4,"2023-05-04 00:13:04","2024-10-30 14:19:27"
99490786,2,"2023-06-19 16:37:55","2023-09-18 03:57:40"
1855421,2,"2023-11-25 17:44:31","2024-01-08 07:20:54"
92642745,3,"2023-04-21 04:37:28","2024-10-31 07:17:51"
27692428,2,"2023-09-08 14:24:07","2024-10-11 02:10:11"
27620326,2,"2023-03-19 12:51:21","2024-01-29 08:59:28"
47215976,3,"2024-01-10 02:02:49","2024-07-22 22:17:01"
27878182,2,"2024-04-20 19:08:47","2024-10-25 07:48:29"
92509376,3,"2024-03-16 01:39:27","2024-10-15 20:53:48"
57360162,3,"2023-04-21 01:31:37","2024-07-16 18:56:51"
37309023,3,"2024-01-16 14:35:27","2024-10-19 01:28:09"
66310963,5,"2023-05-08 05:51:42","2024-11-03 07:53:59"
80833965,2,"2023-04-30 13:56:24","2024-03-27 15:19:04"
77961205,3,"2024-01-27 14:34:02","2024-10-09 11:47:45"
97411107,3,"2024-06-26 04:19:57","2024-09-06 22:45:14"
52417972,3,"2023-09-04 20:28:35","2024-06-21 22:46:59"
38478423,2,"2023-11-12 20:19:56","2024-06-28 07:30:48"
2566268,5,"2023-09-27 02:09:15","2024-10-28 18:46:06"
69353754,1,"2023-12-31 15:58:50","2023-12-31 15:58:50"
10541231,2,"2023-10-30 18:42:37","2024-10-20 00:39:24"
81932548,2,"2023-06-12 09:16:12","2024-10-05 13:55:42"
96109948,3,"2023-05-24 05:13:04","2024-09-03 04:46:02"
35459748,3,"2023-06-23 22:29:58","2024-10-19 15:38:16"
92636025,2,"2023-04-25 10:22:51","2023-07-24 17:07:37"
32830199,4,"2023-06-14 02:25:15","2024-10-29 00:23:22"
28286754,3,"2024-02-02 08:12:47","2024-04-19 08:01:53"
66886852,2,"2023-11-15 04:50:43","2024-09-22 19:35:16"
87984862,1,"2024-02-21 16:57:14","2024-02-21 16:57:14"
54347213,2,"2023-09-06 20:37:30","2024-04-27 11:49:38"
59840071,2,"2023-06-24 00:27:19","2024-02-20 19:51:10"
90184276,3,"2023-06-05 00:30:45","2023-08-31 12:25:40"
36146306,3,"2024-01-11 05:52:34","2024-09-26 16:42:13"
64151769,2,"2023-11-03 00:35:52","2024-11-03 06:05:51"
79895967,4,"2023-06-02 23:01:29","2024-08-15 20:42:56"
28350645,2,"2024-03-16 22:00:36","2024-05-07 13:36:19"
18199057,2,"2024-01-07 13:28:44","2024-10-24 13:19:46"
31456752,5,"2023-08-30 13:34:14","2024-04-12 17:05:00"
81528623,2,"2023-05-30 13:09:30","2023-06-06 00:47:41"
45052594,3,"2023-06-19 19:05:34","2024-05-23 22:19:58"
60275891,1,"2023-12-20 00:00:10","2023-12-20 00:00:10"
23286884,2,"2024-01-12 21:05:00","2024-03-08 19:23:33"
85561151,4,"2023-05-01 16:36:35","2024-01-10 05:24:05"
70363568,4,"2023-05-04 18:04:47","2024-10-17 17:08:04"
59620534,4,"2023-10-15 14:42:31","2024-08-21 13:50:50"
85006599,3,"2023-08-01 12:35:29","2024-05-16 04:45:13"
93730857,2,"2023-06-10 06:26:25","2024-08-10 17:00:09"
59436131,4,"2023-06-02 22:03:32","2024-01-11 16:07:45"
19259955,4,"2023-07-07 08:07:32","2024-01-20 19:50:24"
91500615,3,"2023-04-17 02:06:57","2024-10-15 09:11:28"
89874335,1,"2023-09-16 08:57:33","2023-09-16 08:57:33"
33370343,1,"2023-07-30 00:48:32","2023-07-30 00:48:32"
24308515,3,"2023-07-26 10:49:54","2024-07-21 05:29:04"
54038173,1,"2024-02-21 02:16:52","2024-02-21 02:16:52"
19400174,1,"2023-07-02 01:45:40","2023-07-02 01:45:40"
42208242,4,"2023-05-30 20:49:41","2024-10-27 13:36:06"
26364643,1,"2024-09-29 09:42:08","2024-09-29 09:42:08"
65406127,3,"2023-12-13 17:24:31","2024-05-17 23:30:05"
20148223,6,"2023-07-23 23:59:23","2024-06-19 08:54:43"
10088428,1,"2024-10-02 18:07:29","2024-10-02 18:07:29"
63025744,1,"2023-04-14 21:43:40","2023-04-14 21:43:40"
14940427,3,"2023-12-24 17:29:37","2024-09-09 08:59:24"
38969732,4,"2023-04-02 16:32:17","2024-09-22 12:13:30"
