customer_id,product_id,rating,feedback_date
5340615,6920030794,70372270,3
8229982,5127172657,32293017,4
2195625,8607115856,15931134,4
4371570,7154957395,60700850,3
7289033,2070762702,34761418,4
2978291,3697242439,99361865,3
9074696,3063427913,75984768,4
4994827,2060061337,29272253,1
1932712,4625892678,80371626,1
5568145,6045698170,666589,5
8266029,7876289647,98858383,4
7621707,3434084714,46836361,4
545267,9031695663,94730288,2
2056599,1955989715,77862447,4
2265740,3459500455,16379942,4
2438008,5953376503,79169760,5
7517891,121874867,94529626,5
5506466,2460545397,42872865,3
9785308,9690050839,55803572,4
3562195,2574349065,51547198,4
1736546,2461936988,14428954,5
8067827,6447596416,76987910,4
5597699,7228452275,42262168,2
7041781,6696750742,5277675,5
2333633,822235931,44410149,4
8661092,7678251499,17805991,2
6765334,2497341976,9097480,1
1452437,9107314128,79591237,2
1280305,9855726256,8651281,4
2395160,9398719862,14991661,1
5664217,379494532,9650263,5
9261384,1048784963,58942207,4
2930893,4386246924,69632084,3
7046969,2050362692,79991320,3
29533,4142963293,34567918,4
5840376,9753528654,61522288,3
1755551,8126970833,14161586,4
6078718,9747814712,16359370,5
6559425,6281619403,77921718,5
4075651,436184281,78614729,2
4329893,9799231260,22077605,4
6376860,4071811527,66023110,4
4848501,5645359563,87160527,2
3953251,9411813703,62600289,3
9293552,4270217473,54580166,4
9483364,279851011,12967305,3
5154122,6260524887,57081917,5
1883777,5853998391,94453274,3
4156770,9931976872,8955057,2
6999355,8432209832,90346920,4
8680329,6023721507,8791577,4
3483069,3042338919,76212152,3
3662619,233646065,16379942,4
4364701,9870610018,94033330,2
4844693,1398230967,46876240,1
1300567,8615488922,92209869,4
5430155,2748841057,33544355,3
3233069,1375867721,4862761,1
3246894,8595141097,96511007,4
6084184,4673382071,21784094,3
8458237,2948696008,51872499,2
5909067,6839692624,64497538,1
929702,5770951298,75510747,5
6892019,5084771819,6344345,4
6001815,422403644,56548063,2
3856968,7176758896,18394558,4
7342761,8252905093,42589311,5
6301325,1488561572,75928073,4
175550,6212984517,72702075,4
3584525,6309784337,26250082,2
4434255,4613890018,53538932,4
2332501,3429728472,64017365,3
529507,267738904,63368244,5
3049810,3850416839,57081917,4
5808553,3412702479,86479284,4
2917013,2016183232,44928499,4
1159860,3810280204,84361534,4
8809496,2416767295,767523,3
2694712,2283439407,46623192,2
7498417,4328802292,9738801,4
3262730,7072715691,74195536,4
6773414,5640741373,90298394,3
7171637,6931094066,17159117,3
3283932,3417088709,62629494,4
8199864,4424404315,9274874,4
945453,2444087306,56250563,5
5730680,486085268,51040116,5
113770,1731312620,49795571,3
8086727,6475582506,82529927,5
3180619,1868581378,93198324,2
5525089,8884235937,20298398,5
478239,4590662628,87200291,3
2088092,992302540,32203588,2
4421485,7169974633,59110513,4
3129645,6703651257,93198324,2
8616443,7180810221,20940403,3
1002741,7875587578,60967677,1
5232827,2578671497,76218218,4
716244,6284350691,57207678,4
1801673,5383261788,34588087,4
4393080,6590867973,56441247,5
9347337,8787105023,81822935,4
6585928,1402916311,14275043,5
4929568,9715205272,52409516,2
6959173,3946852375,96253172,3
7611885,3367039425,86050297,3
1795388,687711388,52757321,5
6105898,647012431,34281470,2
2468637,7143278295,50557979,5
1423073,9736844695,31978160,5
4632185,5933289680,5751638,3
4420247,9494303116,98858383,4
4072221,9337878102,9987182,3
7824497,6872621077,77128325,3
4309566,7330237253,28428852,3
701482,7942616242,33685414,2
4755342,238520071,77320193,2
8051225,5812379362,46504355,4
7506282,2616623847,49915498,3
683291,2040854480,40392019,5
7247315,5456484560,62600289,2
4065348,883309006,71229024,4
5741563,6528341992,64497538,4
6518834,3263203775,44888581,1
9298983,3660010934,83577942,1
473292,7944885043,1683786,5
4246558,2506369831,1529180,4
6116226,697061213,91196901,3
4431634,7079057004,1507408,3
5379697,1556153632,67215939,4
8770972,2161235338,38902882,5
5156705,1247978468,97484394,1
7404702,5437627061,58505903,4
2831845,9091960039,13455530,3
2332666,619198317,81906973,4
8562721,9833179291,90372221,3
1943750,4148760273,93122847,5
207462,7206041763,74694186,4
3150233,690097648,2684440,2
2778967,4197061567,52757321,5
3748731,2009394836,55056284,5
1796172,277502363,88203688,3
6220082,4356959622,38709137,3
8509910,174306009,87457446,4
2601837,9582674091,34237583,4
3182946,8675579025,44409533,4
936864,5195999941,52757321,4
6375482,5210007923,97507853,3
5904785,6595771960,45700473,2
8521960,4247338382,34853377,5
7041516,819143326,88324928,4
6157435,3830844750,23996221,2
1247723,1687314172,82425179,4
5700999,6756007265,80850753,4
6222962,489762747,19482392,3
3619827,7509195875,42723554,4
6486974,2370917070,5763963,1
8510571,2055388266,119099,4
7820768,8969304162,43052303,2
3379880,5412674107,88111697,4
7036036,1536516619,15631726,4
7899107,3858907413,89910157,2
8194084,4976389251,79478655,4
1887717,2218319201,40587811,4
9010621,6729422433,68159723,3
4669199,1354097448,98687927,4
5068146,8952275304,81174361,3
5560971,436603801,54619715,5
1893053,5273875984,9278983,4
5234515,9290203003,21573815,3
580986,6240982373,91243571,2
8455467,2718348206,5763963,4
2007716,4903544026,57331847,4
9708237,2827266949,93675757,5
4227603,4278423074,67708491,4
654227,645916247,76857266,2
7114455,5816647866,81420960,4
3148730,7282397914,97825663,3
4637528,3260611473,12832151,2
8730252,8638163868,87718744,2
6060670,177850987,51174875,3
4844650,9653859166,32987624,3
9745124,9991338690,98444183,1
7548113,1714593246,27698051,4
5623901,9742461226,34095555,4
1033430,3314393477,55170753,3
390761,4188317986,42366724,4
4859714,1646665366,51387106,2
7224389,9558804585,82700270,4
2957775,9047652469,71902700,4
1861939,2893800377,57892837,4
8506288,6139157985,88517890,3
6192529,6029394789,7591711,2
1618838,5874940276,38875754,3
4586251,5205211911,57662767,5
4350650,5314758068,48776805,4
8477025,484869710,6756256,3
1952997,9957728938,25915909,4
3708986,3136056666,57770044,3
5606141,4926104391,47206881,4
9339865,1827844756,16785724,4
4858898,7032037874,57291761,3
9230966,3779230503,46699982,5
9059940,3473012553,89669139,2
3954704,7988504487,8164639,4
5651196,7193792738,84572019,4
7698385,1533583386,35912599,3
6692319,7750989397,79672044,3
4807430,4434816229,63292875,4
6541743,6896732047,62068277,4
9853363,4740837071,64795608,4
8193270,6649631729,75640174,3
327126,5351526726,75892474,5
6353752,1506082041,11446157,1
408309,1023260165,10683250,3
9691887,8257032403,17805991,3
51560,7216524192,72605638,3
2521458,8619795820,98687927,1
8390508,6494708839,25595836,5
913683,9859249765,5039883,4
1306601,3528020011,33675108,4
1687980,5937934264,90346920,5
2866024,2976477423,57213543,3
5931641,1002438039,85198177,1
1605595,2571163022,59345983,4
25577,6850221497,21270783,4
4258919,4706569127,68016312,5
6630006,8168261752,65903057,4
9003999,5828325906,40587811,3
9017197,5012271549,73061709,2
8997814,8110316958,61226835,1
116173,3190808443,77618011,4
2204388,7175472728,9551011,3
7446356,6011117738,24337950,3
4740952,5592928753,46875863,3
7602818,3952040848,31156674,3
2703135,7026479520,81994445,3
6772284,6572695161,64197854,3
1038308,9090769419,66485571,4
682222,5979489110,22161071,2
505569,964698323,81763298,2
2483109,2304242664,65815155,4
9866743,2483843748,26040510,5
1263890,2560588609,6291143,5
8519341,9268920928,17805991,1
4189141,9554019312,6247821,4
2457038,3749174258,38902193,4
2423659,3947164241,95768401,4
1347681,487327038,67277562,4
5028,8830321199,93341057,5
9945845,3811318591,64940409,1
8989443,6795601573,46629917,5
9829351,2348495717,86067293,5
2545302,9505736584,63571453,5
4048113,1857227304,99301505,5
6527098,5506485302,66655397,4
330848,6074837981,61015113,5
1599236,4150569633,2903620,3
3731240,609838437,54619715,3
9717024,5229657139,18889370,4
9228480,2589639350,64141971,4
3178061,7656948165,44410149,4
4690760,1806563605,25659794,2
5655169,359819834,12755730,3
453884,1908423841,56441247,4
2565975,299859815,2848415,1
1321752,923659418,25081012,3
7853790,3560625119,82989313,2
9685412,7111490680,32500305,5
2861565,5766981431,93675757,5
7935010,8609945311,51670882,1
5877818,1691260635,80796977,4
2674712,8742091504,78254569,2
8635734,1997833025,72489544,1
580890,3588296877,83404008,5
6807331,2404804990,81757554,4
1500768,8091385479,16082651,5
289613,7133174424,8513589,5
738205,6110446321,78412820,3
7023379,6964586050,4597433,1
856341,2351986014,85626346,3
8408157,352569720,65660660,3
5069961,1235280275,46875863,3
8816076,9399859705,57548210,5
511301,7530379037,99729547,4
7592648,5952886441,16420489,2
455219,5815833211,31940833,5
7609889,7307394687,47043878,4
5841416,6033014029,29525287,4
4412586,1409944718,39042103,3
277641,1811382200,37915052,4
682817,4485391413,11478478,4
895557,4076279641,89476734,2
7869635,2965387566,47955004,4
5955416,9397774189,92245432,5
7587526,1437159967,68016312,4
4421683,8397785448,67952740,4
9822668,2778606949,33675108,4
4220793,1774096863,60656482,4
6523110,1497256618,87220860,4
2680223,734095510,56480776,4
6854268,5755859055,79592021,3
2486259,5840290569,99490786,1
1104081,8200985533,1855421,3
4792486,3255590064,92642745,2
2628222,4258404747,27692428,4
8893890,2455161115,27620326,3
9666020,4448004569,47215976,5
3428194,5951090793,27878182,1
7566701,7402491996,92509376,4
2127842,8532411923,57360162,3
7361857,7130555385,37309023,3
7131756,4338197132,66310963,4
3978480,8044366071,80833965,1
775093,4135251774,77961205,1
9060771,6331483812,97411107,3
8948120,6705171000,52417972,4
9289508,7850128898,38478423,2
8188900,3602554049,65815155,4
5686881,1070259187,22738465,3
3842752,8412338399,2566268,3
9551379,1478022303,69353754,3
3823659,2376108199,81757554,4
7258622,5243035202,10541231,2
569019,3687581971,81932548,4
7101790,7008586055,96109948,3
8868668,5142069216,35459748,4
1504712,4152441944,92636025,5
6592774,5601670348,32830199,3
4354820,605105099,5039883,5
1117265,4054936140,28286754,2
1162461,8741892156,66886852,5
4575939,9143640828,90298394,3
7512447,6900876252,87984862,4
8943085,9801174908,54347213,3
4229076,551343632,59840071,5
6371323,7961173808,90184276,3
998183,328909145,36146306,4
5358574,5551173528,64151769,3
9843205,4461788759,79895967,5
5635953,7256212429,28350645,4
3366792,9104077642,18199057,3
4954894,2914056235,31456752,1
671223,9127632807,81528623,2
7445572,6070154414,45052594,3
2097262,2318969828,2457734,4
2683030,3813047994,60275891,4
2944984,1416102774,92245432,5
8607255,8086834412,23286884,4
597980,6193826826,85561151,4
2319343,8444509148,64141971,2
7618966,42332130,70363568,3
637720,6009342120,59620534,1
2471792,4818516411,85006599,1
6340020,1039229544,93730857,4
5813945,1515943657,59436131,3
7398851,9183547951,19259955,3
6797094,8478376092,91500615,2
6016974,1454073903,89874335,1
9506434,2855402284,33370343,3
2618604,7245730533,51670882,4
6368426,2272892659,24308515,3
7057209,9087377568,54038173,3
6030331,8443685057,19400174,3
3002904,1590988730,42208242,3
5755357,7357811417,26364643,4
7932307,394951937,65406127,4
4287665,3967445448,20148223,4
8541922,6101022928,10088428,4
9786423,6322372546,43052303,1
3312118,9778782281,63025744,3
3919034,3867563962,14940427,4
9429214,9277710098,38969732,5
2275542,7669322773,6081270,4
892549,3917427529,68159723,3
8890516,1934158144,65134271,3
4913600,3157338466,243838,4
5644836,9640662474,74761384,4
3026456,2356272189,42432226,4
7213081,1380510406,54338574,3
1082563,8008377895,23794330,5
4295130,3680678403,57537308,3
9721776,2847236502,6812439,5
9147798,5212392063,75510747,5
7555725,3804024939,91566278,4
4191143,5395870775,18394558,4
5959980,511736499,38615653,3
1509068,2895886759,69863493,5
1223481,6638513435,32809328,4
2785902,4168083780,13581527,2
7297221,2501516144,88252625,3
3448210,7141387557,98246574,3
1818906,2747350024,75860724,3
7622825,9503407492,29272253,4
6184548,4845607487,78053306,1
2324692,2051769691,30447453,4
1415598,1092990139,85476508,3
1365646,5527612319,14632090,4
3525651,8852367079,22694456,3
7211256,1666202264,85474732,2
5692120,8606484804,41155125,2
9823807,8905341102,80862136,5
2704664,5418735913,10210309,1
3715026,970377475,48167795,5
9593233,7320527109,83298567,4
4367429,5120698,44174426,5
6991198,3812396179,24496983,4
4850003,8178951021,46208150,5
9403859,2479115586,55056284,4
3751165,6239453389,26285589,4
9884263,3136508414,13585482,4
8141675,5521273487,6992801,3
1957263,5445047872,37802267,2
6824174,3678525130,36428139,5
9606913,9328056960,81229704,4
1967173,2109203997,40277444,1
9478618,556665455,32500305,4
518511,6573705785,24000329,4
8677118,2609502403,2058037,3
3263168,1463293930,85354059,4
4714369,8132887999,84456355,2
8859102,7178789018,46208150,3
5063494,2295700159,83023956,4
2318001,9277089038,35988028,4
8881952,145057465,54923640,2
2264492,9452353274,97770901,4
6613978,5434328922,67340606,3
1571610,3327051807,99707100,5
4015052,1461604569,25713335,2
1691909,606518084,78725001,4
3244890,7637625389,13122744,2
2137564,7311621328,30891209,5
3569701,8790217194,38244021,4
3212356,1772445313,13071673,5
9072707,159394992,35358395,4
405271,7992910755,76218218,5
2928147,1786931285,1719710,4
4081194,2225520858,95372766,4
5715020,5635738740,33034249,1
1472206,2230824358,41878908,2
2790375,9217211301,52085702,2
1193824,4501870609,16082651,4
4316711,838401679,89699655,3
6658998,9587315528,66440188,2
3488198,3122936945,95001589,3
990612,6093390755,32054313,3
8476626,2032956677,66932104,3
7821651,1488430001,67092149,2
6182560,615391848,65570302,3
6953419,8686093533,30823988,5
3521174,7038758506,68714053,2
642616,2385966456,12184293,1
593670,259622674,61002154,4
7065647,2580381935,4394659,4
1833585,5035471587,18140588,3
7873851,9421270813,26844216,3
1617109,1831516625,46629917,3
6502843,1918841793,95334407,3
6630115,1757159071,59094034,1
673112,7589464630,91196901,5
1678914,1577085460,74682740,1
804834,2279018877,40305293,4
212051,7431412128,96989204,4
1731482,8781520615,85519349,4
7773519,1276192882,97678578,5
8808555,4065794921,85518832,5
6907960,1690800946,79764458,5
6984944,877883470,1200365,3
2712264,7322044533,48730063,3
3963629,5243163885,19275474,3
4619026,4360255357,15529446,2
6662523,9623306038,51669263,5
6484963,6282385286,6150721,4
2421781,1001900652,30367559,5
8007377,5161988291,65618148,1
7614687,3597752998,37759707,1
2818195,9074325310,35435896,2
5353483,8875965392,41395224,4
8492311,971081962,73428596,4
7851227,1948332638,62323608,3
7389650,1785558780,18986315,3
3902686,7590462053,18326028,4
1670386,2135743860,73392739,3
6315217,9851365751,12832151,1
6079538,9243090480,13760839,3
8716014,7168596454,35690581,4
5220732,2483565595,21701991,5
6903103,2484470052,84848018,1
9534772,7702588270,55094848,4
9734476,5992338333,9738801,5
3476741,9196796718,68941950,3
5456993,3291765954,57523973,3
4090243,652616858,10663246,3
8423384,2613508245,45028365,5
4019989,8169361928,8241122,5
9879756,9395982132,58170168,2
7954510,1914701538,64722323,5
7223265,6236279358,97141762,1
6344475,2288561509,11047835,4
9332236,2010415757,43295656,3
9187416,7164827734,9195970,3
8178959,7971819985,48511124,5
6694483,8234021674,41073776,4
7297081,4274404843,48418662,1
2780635,7353519273,80761521,3
8885288,8539612501,22846435,4
6961258,5894327065,35133191,4
2164847,77053363,74172010,4
5219253,4467084478,30447453,4
7608543,3514036230,84937877,2
6738377,4720421794,72089140,4
4078784,3202903413,12507907,1
4540343,6938082428,19741509,3
4973137,9202941711,59240916,3
893979,8963522960,11143197,4
9275465,9266835891,14207332,3
7961669,5265722064,52032226,3
8462266,5514326011,95364457,1
492696,9578652103,34839913,5
2078050,3559061334,79991320,3
871537,637944734,60698094,4
1773233,7454643275,18229949,3
2701343,4319342350,99160348,4
9605309,7568450733,59518795,3
3469284,734744305,60698094,4
9538852,5233331050,85561151,3
733284,8326867788,17939362,4
2822882,8368819094,42432226,2
1828748,8700151605,19275474,3
318076,6269179048,469006,4
5959696,1265254177,46378942,5
7955410,9858963919,40858753,5
400719,7279564594,91566278,4
4253376,6983253839,62629494,4
893900,9479808024,62679120,1
7889291,3583522679,6668498,4
4541842,1923226423,39042103,3
1858937,664198080,89036169,5
2821305,4224700084,11478478,4
2918812,969621016,13465850,4
3919018,8178275820,55060796,4
811082,4949766982,99734256,1
3987894,5258344385,12867472,4
1037126,8101930640,92306841,2
6662080,6703316563,89669139,3
666838,7680297690,1705969,5
3384233,7256340388,30042971,5
1396423,2538269668,48778633,3
2670139,7506762237,98225598,4
249410,6585436114,65895091,3
2283550,9852996866,19145354,3
1186611,1991135167,46699982,1
5655176,7765110772,33871107,5
7557234,3520718052,6856445,3
9297487,5388573375,77128325,4
6618208,8977771682,30979436,1
2304442,3596900942,63349378,2
3413974,155295996,24517523,4
6698770,1945536198,44557943,4
1790421,2550246555,38671747,4
6707041,4287631655,6867315,3
2990320,2033683703,42989999,4
6026246,9453583714,82854537,5
1524623,852886125,44562310,4
384936,5705899665,4378755,3
9463247,5706043483,63360864,4
232145,5190422833,3410758,3
662031,7178188501,3786105,3
6325282,2864819888,9419030,2
5123205,7107216633,10857389,4
8671993,1685382357,6579892,4
3901928,7562902958,81808190,2
4500081,2819953077,25128143,3
7629553,8453462258,2875442,3
2027892,4605056279,23976957,4
1208750,5998035939,88324928,5
8404079,2311501690,27698051,1
5785508,356495722,91312072,3
9688416,2695448838,47274329,1
6606588,6986791144,27692428,3
5744159,8619571588,31456752,3
1290444,4088553674,52913011,5
5071299,8177907004,60757351,3
2012001,8533749006,91590001,4
7516762,8694014791,48778633,3
8452294,6311012195,10857389,4
5386596,1312767771,26412689,3
3046652,214919848,47125914,4
902714,5521682945,26303194,4
3623958,5305770811,92642745,4
3376281,5842420654,43307488,1
8057785,4566893863,88739922,1
9951202,1523729855,54730270,3
3155305,2899786983,31456752,3
8959147,9202528884,64940409,3
5068589,4338327693,93617659,3
9415572,6295686357,76533277,3
419428,6396194687,61406908,5
5638774,5662786245,21409946,3
7773683,4868150114,69761993,4
7266707,502764834,96903782,4
9467403,5056125341,26040510,5
5752697,6388618916,96511007,4
4816923,3508668494,75836905,4
2238576,5289436093,98211325,5
8802816,7596333614,88684966,3
635640,6284076508,74179536,1
3246815,340050407,68941950,5
5824130,5927472701,93563435,5
5232585,9216536492,58979427,2
6997740,3742662928,63971358,2
2878840,4797768073,35782051,1
3232027,6767935470,70372270,3
8676901,1963703928,77007315,3
7147494,552470423,4394659,3
6455947,739434870,1603358,3
2146818,7930373606,13494314,4
5918905,5374978054,64932019,4
1790853,4361797433,1603358,5
5333878,2002067527,45166203,5
4408352,4228110436,701493,3
8806220,1251118825,79592021,5
9260645,7165265639,29265216,4
7871902,1255323701,51669263,2
7106648,807934194,69925688,5
679157,7968718292,54730270,4
4993673,2620531979,8651281,3
6888989,6943430459,53636086,1
7072577,5607355353,47625855,3
1802954,6696352636,54730270,5
2730040,9325920156,59110513,3
6547569,2286477025,59436131,1
2561468,6704773223,81420960,3
8667253,1435353007,48281892,3
4244460,8080970647,1855421,3
7073627,5881633926,32293017,4
8693785,4435459085,76830090,4
5942135,6172529406,48409448,4
3589571,9127879048,75490147,3
1694264,3806545110,1200365,3
2192927,6919395718,91550885,3
1600751,5277462976,98858383,4
9323797,3606274277,98225598,3
5005753,2065203676,36146306,2
7240917,4042066387,90743791,2
6053670,3604982656,59207798,5
9714963,1149676745,6247821,4
7759744,3895011687,47043878,5
6925008,772505056,81822494,2
9337137,5574765914,89619421,5
7351543,8812616740,61982521,4
9045201,1486655525,74572121,1
8541275,8423025639,6344345,3
9300914,9020705185,1562083,3
5320169,7719808698,93938425,5
3594486,3414036630,32809328,4
2083582,4157869967,49617892,3
6235727,4873887251,20951294,3
2389284,8031946454,31923338,5
5345306,8168056170,45700473,4
5949534,3108512811,15417130,4
9556418,1680591951,7288562,2
8987424,559245731,68941950,4
733011,8655600303,12867472,3
3526374,8247327365,30065862,3
8534096,9153347285,54222320,5
6232893,1977533409,17521263,5
4147602,2433646621,82770142,5
5451267,22830983,92404798,3
3344920,1143763031,52075070,5
4604935,8524056436,35434373,4
1348186,4262338791,72089140,4
9353224,187728451,63262519,3
3269724,6754346312,3897936,1
6750176,5790622967,81091233,4
362314,4305348838,63630649,1
320914,2902411553,93122847,3
8954689,3691199770,30788486,1
2670882,775709102,80517784,1
4791684,5262508570,42781544,3
2335450,192109127,82854537,4
7202647,1108215973,2928026,3
8823743,1719134546,25665997,2
1322099,5280263316,77035814,3
263631,9448306266,74038361,1
8947730,8023626961,68307253,4
6595802,1118405605,15599514,3
4911170,8226034341,26040510,4
6314356,6976835753,29973346,4
4908971,9171564499,24896263,5
5005913,5393607402,14272050,3
5688851,5670040592,80571942,1
1349809,6736891890,15661901,3
376869,1223255075,71321741,2
9510291,8158413630,15066187,4
3995828,7867573412,61226563,3
249804,1624690598,52048413,3
6198579,8968945932,67386193,5
7750774,1645212433,67918495,4
175547,9187046038,75860724,2
6866045,9305357757,76212152,3
3637250,8312320295,31076002,4
7044524,3256941332,43599910,4
9174249,8980502814,45708879,3
9317439,9270396838,63376126,3
8740185,2892588628,54797119,4
2809205,8774158800,19216141,3
3694797,2056131802,16448993,1
1718861,3528007192,52279849,3
6372332,2845333894,4192351,4
5677952,6602340187,38875754,3
2157251,721004875,75913572,4
654537,7435895360,77217240,4
1661271,4217659083,31846190,2
5678000,9710865146,21282544,3
8191768,5375295409,17843667,2
7180714,6286044248,38902193,4
5440957,1708282193,79895967,2
4716904,5746303677,20148223,3
8086906,3271726381,44050697,5
918353,9802569856,33741801,4
2209877,662460037,98144693,5
8549500,8664447334,25829710,4
4276242,3886370975,96903782,4
8150049,3547006553,56572297,4
443278,2575965518,38496400,4
6003978,1529363954,13251137,2
9545368,8463856241,87463923,3
4483011,2485242479,25526479,4
6488994,9850673433,93826036,5
814679,2558680592,68475914,5
3948164,2859167116,40626729,3
426070,1222236371,88517890,2
5260029,344177904,44589829,4
7557691,6126334783,6150721,3
5527183,3742575364,42723554,5
2193982,9272166174,53292177,5
1509526,9416522701,7551173,1
5945755,7305871805,96629034,4
9939985,80296810,21677923,1
5767393,2806868282,67952740,3
1550225,707033578,14839726,4
4508722,9026783092,60385293,1
5339952,6229466619,81533356,5
3148654,408720270,37245065,3
3747033,8870165072,80517784,5
2734765,1979319490,5238055,4
7343647,840761323,83262890,5
6003407,744721438,67092149,3
2897915,7421707488,80315623,1
2041938,1212718824,73393269,4
382551,9603256001,8791577,5
7458232,5626888972,24323106,4
9759215,2300753276,92306841,3
108019,869629562,31831843,4
4667239,3429137520,51048402,5
4159065,9957927297,35349582,2
3056720,202466684,74840437,4
9058195,8465721207,30192942,4
3613143,6194827199,41494867,5
6592934,3942174431,84257716,5
2475333,3189863462,6756256,3
5347347,5923573134,22800586,3
8415081,6659747528,43034188,3
4810574,6037541687,86067293,4
5650852,2585438297,50632192,4
6004196,8065774615,35705377,3
1558301,1816814476,85198177,1
6704730,5278014717,31776996,5
6835200,4265447949,6150721,4
8930912,6752221435,64197854,4
4688417,8943989258,36675827,3
4500281,4068367936,78678612,3
6583382,5735156904,78841932,3
2642662,2405929115,14940427,1
7251343,7913167260,98307019,4
1688296,1989751369,7333934,3
5039279,7338050095,3292927,4
7048609,9950986048,69863493,3
5557021,5098703807,13760839,4
7099930,6937485392,30285217,5
8683552,1266440097,88739922,4
5039264,7415490509,61015113,4
8843871,7284991749,65559853,3
974086,4645792703,24043135,3
2401835,3174938939,95736310,3
8223518,1752712049,56195475,4
9824318,8187201830,82529927,4
155823,6900896329,65903057,4
8929126,3793977529,21425168,4
4246063,194459698,88553721,3
3868817,9330447952,37362180,4
4803949,2097372277,14693393,5
3503829,7060954153,91130614,4
5317931,2921310646,40117357,1
9867595,3983082555,51670882,3
8397738,4867298468,13492411,3
5957084,3402631472,52032226,3
7055438,1648146562,95364457,3
1541416,5907766010,12272282,3
6026642,9233577456,96853930,3
9374067,4084808075,65815155,5
2882544,7217049550,24137201,3
204656,1831943568,69863493,4
2967054,8707473624,22524981,2
3845089,7075868285,5226128,3
1340997,5164162918,96903782,5
3398355,2175298644,72132838,5
6947439,5882568464,49258916,5
9014950,7847708619,35402531,2
2078359,6366048116,78732957,5
3932357,4926287333,31233120,4
5741711,5532838325,6982488,4
4442615,2567996236,81584486,5
4723875,2655613624,46623192,5
5656291,7706089549,44562310,5
8321966,8257370396,25221501,4
8155170,8623808984,37551429,3
5872422,7579506101,72366758,5
9359651,8861024199,29902416,1
1401798,7666131311,84456355,3
548051,103589925,65406127,2
3289239,7346858138,16785724,4
5311374,4963962664,80935110,2
4087466,9069936094,90696847,4
6929749,4665363191,73660582,5
4628311,888510905,27824078,3
2039982,6876091286,49136375,5
9983423,2592923105,78806824,3
124895,2468550508,59620534,5
7726560,5302956276,97111069,4
2785472,9409714182,59110513,3
4702181,1446221570,59216664,5
2086599,8250036360,88203688,5
6731871,447464341,89669139,3
4823203,15642223,85020453,4
5634256,3285378238,66943324,4
4497966,2356483296,49529811,4
4511231,3382911339,23380116,3
6640423,3690872026,1152215,4
4598422,6755367585,54057428,4
2863015,6835850079,68965787,4
6819603,9345418784,58644651,2
452916,7185243614,51994597,3
656526,2319044818,82425179,5
5638985,931834374,17392512,1
4877018,8485398781,40593638,3
7936833,9806464912,31981068,4
8490631,8214365128,42012717,4
2227649,137089318,6637282,3
3701423,7615602420,63402854,3
984672,3995348964,44828791,5
9159442,3816542830,81822935,3
9759244,9665004924,90184276,4
1368053,1728547597,98444183,3
9615162,5311190131,19482392,2
2387908,9581592141,64562786,3
5412085,4848863693,63217390,1
8181854,6374883107,23126657,5
7769298,3270131216,56604077,1
7117861,2643382562,54338574,3
1195641,5212524996,45071436,4
2453413,9594095277,27604184,5
5230626,8375863419,76971644,4
8819767,7523880783,21481338,4
7097350,9670158103,63262519,3
5898681,4344108631,45804389,3
342939,2237858,48281892,3
8696239,3217791988,92642745,3
